net,length_um
clknet_leaf_8_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,43.22µm
clknet_leaf_10_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,43.22µm
_06784_,43.17µm
_07946_,43.17µm
_09992_,43.17µm
_10099_,43.17µm
_10850_,43.17µm
_15521_,43.17µm
_16230_,43.17µm
_16493_,43.17µm
_22492_,43.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[1\],43.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_reset_assert_counter_qs\[12\],43.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[10\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[425\]\[1\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[43\]\[0\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[136\]\[0\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[38\]\[0\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[460\]\[1\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[63\]\[0\],43.17µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[20\],43.17µm
clknet_leaf_38_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,43.17µm
_03762_,43.12µm
_06149_,43.12µm
_06209_,43.12µm
_07814_,43.12µm
_10350_,43.12µm
_10411_,43.12µm
_10620_,43.12µm
_11035_,43.12µm
_11333_,43.12µm
_12586_,43.12µm
_15177_,43.12µm
_15705_,43.12µm
_16797_,43.12µm
_17073_,43.12µm
_17955_,43.12µm
_18716_,43.12µm
_22064_,43.12µm
_24749_,43.12µm
_24992_,43.12µm
_26387_,43.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[219\]\[0\],43.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[253\]\[0\],43.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[476\]\[1\],43.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[182\]\[0\],43.12µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[14\]\[26\],43.12µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[10\],43.04µm
_16554_,42.86µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[47\],42.81µm
_15247_,42.76µm
_07590_,42.72µm
_06563_,42.71µm
_16417_,42.71µm
_16609_,42.71µm
_17803_,42.71µm
_22837_,42.71µm
_23033_,42.71µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.cpu_powergate_counter_expired_reset_assert,42.71µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.global_pointer_qs\[27\],42.71µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[16\],42.71µm
i_core_v_mini_mcu.core_data_req\[80\],42.71µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[116\]\[1\],42.71µm
_09124_,42.66µm
_09205_,42.66µm
_09590_,42.66µm
_10260_,42.66µm
_14309_,42.66µm
_14642_,42.66µm
_16868_,42.66µm
_23544_,42.66µm
_26800_,42.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.obi_resp_o\[22\],42.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[72\]\[0\],42.66µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[16\],42.66µm
_04887_,42.61µm
_07678_,42.61µm
_10423_,42.61µm
_11396_,42.61µm
_12360_,42.61µm
_13842_,42.61µm
_15170_,42.61µm
_15272_,42.61µm
_15433_,42.61µm
_15538_,42.61µm
_16925_,42.61µm
_17720_,42.61µm
_20336_,42.61µm
_20390_,42.61µm
_21287_,42.61µm
_21548_,42.61µm
_24335_,42.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[57\],42.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[82\],42.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[378\]\[0\],42.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[49\]\[0\],42.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[68\]\[1\],42.61µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[14\]\[29\],42.61µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[30\]\[20\],42.61µm
_09191_,42.56µm
_10655_,42.56µm
_11392_,42.56µm
_11585_,42.56µm
_13269_,42.56µm
_17521_,42.56µm
_20187_,42.56µm
_21301_,42.56µm
_22113_,42.56µm
_23072_,42.56µm
_23339_,42.56µm
_25402_,42.56µm
_25994_,42.56µm
_26156_,42.56µm
_27552_,42.56µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[48\],42.56µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[2\],42.56µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.ram_0_wait_ack_switch_on_qs,42.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[363\]\[1\],42.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[368\]\[1\],42.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[88\]\[0\],42.56µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[27\],42.33µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_rx.baud_div_q\[3\],42.25µm
_09057_,42.2µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.hw2reg\[6\],42.2µm
_10919_,42.15µm
_15079_,42.15µm
_15772_,42.15µm
_16542_,42.15µm
_20477_,42.15µm
_21419_,42.15µm
_06827_,42.1µm
_07083_,42.1µm
_07347_,42.1µm
_07665_,42.1µm
_09665_,42.1µm
_10114_,42.1µm
_10159_,42.1µm
_11668_,42.1µm
_11941_,42.1µm
_13005_,42.1µm
_16258_,42.1µm
_21421_,42.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[41\],42.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[1\],42.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.reg2hw\[229\],42.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.soc_ctrl_reg_top_i.system_frequency_hz_qs\[19\],42.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.picorv32_resp_i\[12\],42.1µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.decode.o_rd_alu_en,42.1µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[209\]\[1\],42.1µm
_13283_,42.09µm
_04642_,42.05µm
_05457_,42.05µm
_06775_,42.05µm
_07182_,42.05µm
_07804_,42.05µm
_07857_,42.05µm
_07979_,42.05µm
_09036_,42.05µm
_09359_,42.05µm
_09988_,42.05µm
_10984_,42.05µm
_10990_,42.05µm
_11133_,42.05µm
_11705_,42.05µm
_12382_,42.05µm
_13820_,42.05µm
_14329_,42.05µm
_14380_,42.05µm
_15181_,42.05µm
_16805_,42.05µm
_17021_,42.05µm
_17279_,42.05µm
_17837_,42.05µm
_18509_,42.05µm
_21101_,42.05µm
_21879_,42.05µm
_21915_,42.05µm
_23182_,42.05µm
_25082_,42.05µm
_26389_,42.05µm
_27376_,42.05µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[14\],42.05µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[2\],42.05µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[40\],42.05µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[29\],42.05µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[281\]\[1\],42.05µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[131\]\[0\],42.05µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[379\]\[1\],42.05µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[13\]\[10\],42.05µm
i_core_v_mini_mcu.peripheral_slave_resp\[27\],42.05µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_rx.sreg_q\[10\],42.05µm
_07201_,42µm
_07558_,42µm
_09219_,42µm
_10482_,42µm
_13079_,42µm
_13145_,42µm
_14082_,42µm
_15430_,42µm
_16862_,42µm
_17033_,42µm
_17284_,42µm
_19647_,42µm
_20175_,42µm
_20897_,42µm
_22368_,42µm
_23773_,42µm
_24529_,42µm
_24940_,42µm
_25799_,42µm
_27569_,42µm
_27677_,42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[58\],42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[6\],42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[5\],42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.sched_mode_q\[0\],42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[121\]\[0\],42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[462\]\[0\],42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[187\]\[1\],42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[38\]\[1\],42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[92\]\[0\],42µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[19\]\[29\],42µm
net1681,41.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[91\]\[1\],41.87µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[106\],41.77µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.din_tag\[0\],41.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[221\]\[1\],41.77µm
_17809_,41.69µm
_08698_,41.64µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.rd_addr\[14\],41.64µm
_07571_,41.59µm
_14384_,41.59µm
_15134_,41.59µm
_15275_,41.59µm
_15766_,41.59µm
_16647_,41.59µm
_16669_,41.59µm
_25104_,41.59µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[57\],41.59µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.obi_resp_o\[21\],41.59µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.state\[7\],41.59µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[495\]\[1\],41.59µm
_12591_,41.56µm
_06819_,41.54µm
_07560_,41.54µm
_09398_,41.54µm
_09761_,41.54µm
_12201_,41.54µm
_16365_,41.54µm
_17618_,41.54µm
_26919_,41.54µm
_27645_,41.54µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[14\],41.54µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[12\],41.54µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[6\],41.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[308\]\[1\],41.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[346\]\[0\],41.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[393\]\[1\],41.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[462\]\[1\],41.54µm
_01540_,41.49µm
_06763_,41.49µm
_08901_,41.49µm
_10135_,41.49µm
_10866_,41.49µm
_11617_,41.49µm
_11846_,41.49µm
_13167_,41.49µm
_13829_,41.49µm
_14332_,41.49µm
_15537_,41.49µm
_15893_,41.49µm
_16469_,41.49µm
_16473_,41.49µm
_16539_,41.49µm
_17179_,41.49µm
_18316_,41.49µm
_20346_,41.49µm
_22100_,41.49µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[36\],41.49µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[39\],41.49µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[395\]\[1\],41.49µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[458\]\[1\],41.49µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_ibus_adr\[6\],41.49µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.alu.i_rd_sel\[2\],41.49µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.decode.o_rd_mem_en,41.49µm
clknet_leaf_123_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,41.49µm
net1653,41.485µm
_05705_,41.44µm
_06691_,41.44µm
_07241_,41.44µm
_07282_,41.44µm
_07438_,41.44µm
_08472_,41.44µm
_08822_,41.44µm
_09527_,41.44µm
_10010_,41.44µm
_12599_,41.44µm
_12930_,41.44µm
_13790_,41.44µm
_13972_,41.44µm
_14682_,41.44µm
_15414_,41.44µm
_15804_,41.44µm
_15998_,41.44µm
_16806_,41.44µm
_20355_,41.44µm
_24699_,41.44µm
_25821_,41.44µm
_26767_,41.44µm
_26987_,41.44µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[56\],41.44µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[14\],41.44µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[14\],41.44µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[5\],41.44µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[429\]\[0\],41.44µm
_06845_,41.08µm
_15911_,41.08µm
_16704_,41.08µm
_17842_,41.08µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.gen_csr.csr.mstatus_mie,41.08µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm11_7\[1\],41.08µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[189\]\[0\],41.08µm
_06791_,41.03µm
_08939_,41.03µm
_09230_,41.03µm
_09401_,41.03µm
_16408_,41.03µm
_16969_,41.03µm
_17680_,41.03µm
_18017_,41.03µm
_27426_,41.03µm
i_core_v_mini_mcu.core_data_req\[83\],41.03µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[1\]\[14\],41.03µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.hw2reg\[10\],41.03µm
i_core_v_mini_mcu.system_bus_i.system_xbar_i.gen_xbar_NtoM.i_xbar.gen_outputs\[5\].gen_rr_arb_tree.i_rr_arb_tree.gen_arbiter.rr_q\[1\],41.03µm
_06471_,40.98µm
_06684_,40.98µm
_08786_,40.98µm
_10161_,40.98µm
_12124_,40.98µm
_14863_,40.98µm
_16414_,40.98µm
_16641_,40.98µm
_17054_,40.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_iso_on_counter_qs\[14\],40.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.soc_ctrl_reg_top_i.system_frequency_hz_qs\[10\],40.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[7\],40.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[2\],40.98µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[18\]\[0\],40.98µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_ibus_adr\[29\],40.98µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[11\]\[10\],40.98µm
clknet_leaf_7_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,40.98µm
_03920_,40.93µm
_05502_,40.93µm
_06304_,40.93µm
_06724_,40.93µm
_07484_,40.93µm
_07501_,40.93µm
_08530_,40.93µm
_09387_,40.93µm
_10498_,40.93µm
_10735_,40.93µm
_13561_,40.93µm
_13850_,40.93µm
_17224_,40.93µm
_17686_,40.93µm
_20378_,40.93µm
_20949_,40.93µm
_24163_,40.93µm
_26742_,40.93µm
_26829_,40.93µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[29\],40.93µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_reset_assert_counter_qs\[0\],40.93µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[0\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[210\]\[1\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[46\]\[0\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[562\]\[1\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[217\]\[1\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[95\]\[1\],40.93µm
_05265_,40.88µm
_06404_,40.88µm
_07597_,40.88µm
_10330_,40.88µm
_11413_,40.88µm
_11654_,40.88µm
_11739_,40.88µm
_12438_,40.88µm
_12467_,40.88µm
_12509_,40.88µm
_12546_,40.88µm
_13838_,40.88µm
_14677_,40.88µm
_14711_,40.88µm
_15304_,40.88µm
_18171_,40.88µm
_20091_,40.88µm
_20856_,40.88µm
_22057_,40.88µm
_22232_,40.88µm
_23781_,40.88µm
_25011_,40.88µm
_25954_,40.88µm
_27374_,40.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[31\],40.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.cfgreg_do\[22\],40.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[5\],40.88µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[2\],40.88µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.u_reg.u_wdata.we,40.88µm
spi_flash_sd_io_OE[0],40.88µm
_06581_,40.8µm
_21173_,40.67µm
_24707_,40.6µm
_09900_,40.57µm
_15360_,40.57µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[0\],40.57µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[2\],40.57µm
_05667_,40.52µm
_14757_,40.52µm
_14895_,40.52µm
_15760_,40.52µm
_16260_,40.52µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[42\],40.52µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.reg2hw\[243\],40.52µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[11\],40.52µm
_09241_,40.47µm
_15677_,40.47µm
_16814_,40.47µm
_26682_,40.47µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_tick_baud,40.47µm
_05618_,40.42µm
_06200_,40.42µm
_09100_,40.42µm
_10396_,40.42µm
_13618_,40.42µm
_14235_,40.42µm
_14551_,40.42µm
_15088_,40.42µm
_15160_,40.42µm
_17146_,40.42µm
_22009_,40.42µm
_23674_,40.42µm
_25731_,40.42µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[10\],40.42µm
_06307_,40.37µm
_07003_,40.37µm
_07631_,40.37µm
_07932_,40.37µm
_08660_,40.37µm
_08873_,40.37µm
_10900_,40.37µm
_10989_,40.37µm
_11773_,40.37µm
_13001_,40.37µm
_13725_,40.37µm
_14422_,40.37µm
_17269_,40.37µm
_19645_,40.37µm
_20193_,40.37µm
_21025_,40.37µm
_24711_,40.37µm
_25075_,40.37µm
_27398_,40.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[11\],40.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[9\],40.37µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[124\]\[0\],40.37µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[6\],40.37µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[296\]\[1\],40.37µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[30\],40.37µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[14\],40.37µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[6\],40.37µm
clknet_leaf_183_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,40.37µm
_06062_,40.32µm
_07246_,40.32µm
_10116_,40.32µm
_10259_,40.32µm
_10856_,40.32µm
_10998_,40.32µm
_11523_,40.32µm
_11997_,40.32µm
_12452_,40.32µm
_13272_,40.32µm
_13530_,40.32µm
_13564_,40.32µm
_13695_,40.32µm
_14772_,40.32µm
_15331_,40.32µm
_16077_,40.32µm
_16281_,40.32µm
_18297_,40.32µm
_18396_,40.32µm
_19789_,40.32µm
_22005_,40.32µm
_24552_,40.32µm
_24564_,40.32µm
_25103_,40.32µm
_25188_,40.32µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[8\],40.32µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[222\]\[1\],40.32µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[430\]\[1\],40.32µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[11\]\[5\],40.32µm
net1894,40.32µm
_15288_,40.01µm
_14631_,39.96µm
_15350_,39.96µm
_15884_,39.96µm
_16856_,39.96µm
_17503_,39.96µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[37\],39.96µm
_11314_,39.93µm
_12080_,39.91µm
_12088_,39.91µm
_14468_,39.91µm
_14702_,39.91µm
_15489_,39.91µm
_15553_,39.91µm
_15743_,39.91µm
_16098_,39.91µm
_16538_,39.91µm
_17188_,39.91µm
_19880_,39.91µm
_23562_,39.91µm
_27035_,39.91µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_rx.baud_div_q\[0\],39.91µm
clknet_leaf_47_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,39.91µm
_08323_,39.86µm
_09785_,39.86µm
_10792_,39.86µm
_16165_,39.86µm
_16353_,39.86µm
_16627_,39.86µm
_17301_,39.86µm
_17860_,39.86µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_iso_off_counter_qs\[4\],39.86µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.reg2hw\[247\],39.86µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[3\],39.86µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[5\],39.86µm
i_core_v_mini_mcu.core_data_req\[91\],39.86µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.state.o_cnt\[2\],39.86µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[367\]\[1\],39.86µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[430\]\[0\],39.86µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[95\]\[1\],39.86µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[13\]\[6\],39.86µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[15\]\[30\],39.86µm
net1700,39.83µm
_01543_,39.81µm
_06346_,39.81µm
_06457_,39.81µm
_08427_,39.81µm
_08547_,39.81µm
_09517_,39.81µm
_09967_,39.81µm
_10460_,39.81µm
_10715_,39.81µm
_10933_,39.81µm
_13919_,39.81µm
_14352_,39.81µm
_16887_,39.81µm
_17494_,39.81µm
_19097_,39.81µm
_23042_,39.81µm
_24706_,39.81µm
_25956_,39.81µm
_26296_,39.81µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[6\],39.81µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_reset_deassert_counter_qs\[11\],39.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[212\]\[0\],39.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[516\]\[0\],39.81µm
