net,length_um
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[3\],66.79µm
net130,66.79µm
_07002_,66.74µm
_10315_,66.74µm
_15469_,66.74µm
_19146_,66.74µm
i_core_v_mini_mcu.core_data_req\[72\],66.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[17\],66.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[59\]\[0\],66.74µm
_05517_,66.69µm
_07382_,66.69µm
_07431_,66.69µm
_08743_,66.69µm
_11426_,66.69µm
_18930_,66.69µm
_25340_,66.69µm
_25489_,66.69µm
_26715_,66.69µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[19\],66.69µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[17\]\[24\],66.69µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[8\],66.69µm
net675,66.69µm
_09554_,66.64µm
_09899_,66.64µm
_12856_,66.64µm
_13545_,66.64µm
_18612_,66.64µm
_19058_,66.64µm
_21890_,66.64µm
_22988_,66.64µm
_24308_,66.64µm
_25087_,66.64µm
_25160_,66.64µm
_25253_,66.64µm
_26600_,66.64µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[27\]\[8\],66.64µm
_14373_,66.28µm
_21726_,66.28µm
_10600_,66.23µm
_21737_,66.23µm
_22912_,66.23µm
_24901_,66.23µm
_05523_,66.18µm
_11523_,66.18µm
_16270_,66.18µm
_19537_,66.18µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[37\],66.18µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[85\],66.18µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[17\],66.18µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[83\]\[0\],66.18µm
_04231_,66.13µm
_06620_,66.13µm
_08370_,66.13µm
_11823_,66.13µm
_14223_,66.13µm
_17371_,66.13µm
_19352_,66.13µm
_25055_,66.13µm
_25645_,66.13µm
_25992_,66.13µm
_26050_,66.13µm
_26380_,66.13µm
_26393_,66.13µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[48\]\[0\],66.13µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[5\],66.13µm
_07012_,66.08µm
_07563_,66.08µm
_08330_,66.08µm
_08610_,66.08µm
_08951_,66.08µm
_11676_,66.08µm
_24791_,66.08µm
_25369_,66.08µm
_25813_,66.08µm
_27087_,66.08µm
_28043_,66.08µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[2\],66.08µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[17\]\[14\],66.08µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm30_25\[0\],65.8µm
_06885_,65.72µm
_18306_,65.72µm
_07578_,65.67µm
_09443_,65.67µm
_22380_,65.67µm
_17368_,65.62µm
_23306_,65.62µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[11\],65.62µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[296\]\[0\],65.62µm
_10271_,65.57µm
_13612_,65.57µm
_16453_,65.57µm
_20753_,65.57µm
_23505_,65.57µm
_24853_,65.57µm
_25643_,65.57µm
_26985_,65.57µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[10\]\[12\],65.57µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[18\]\[11\],65.57µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[30\]\[11\],65.57µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[13\],65.57µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[11\],65.57µm
net1147,65.57µm
_00014_,65.52µm
_06792_,65.52µm
_21594_,65.52µm
_23204_,65.52µm
_26685_,65.52µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[27\]\[10\],65.52µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[2\]\[26\],65.52µm
_07502_,65.29µm
_17127_,65.16µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[10\]\[27\],65.14µm
_23219_,65.11µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[28\],65.11µm
_10630_,65.06µm
_17519_,65.06µm
_21725_,65.06µm
_22823_,65.06µm
_27789_,65.06µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[15\],65.06µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[11\]\[26\],65.06µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[11\],65.06µm
net4,65.06µm
_05427_,65.01µm
_05667_,65.01µm
_07518_,65.01µm
_07966_,65.01µm
_08063_,65.01µm
_08101_,65.01µm
_10121_,65.01µm
_16482_,65.01µm
_18330_,65.01µm
_23815_,65.01µm
_25004_,65.01µm
_25144_,65.01µm
_25184_,65.01µm
_26645_,65.01µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.count_q\[1\],65.01µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[56\]\[0\],65.01µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[27\]\[15\],65.01µm
_06163_,64.96µm
_06783_,64.96µm
_07805_,64.96µm
_08069_,64.96µm
_11863_,64.96µm
_13333_,64.96µm
_15358_,64.96µm
_17362_,64.96µm
_22434_,64.96µm
_25275_,64.96µm
_26479_,64.96µm
_27024_,64.96µm
_27617_,64.96µm
_09710_,64.75µm
_06436_,64.6µm
_09016_,64.6µm
_05455_,64.55µm
_05868_,64.55µm
_07059_,64.55µm
_09707_,64.55µm
_19228_,64.55µm
_23702_,64.55µm
_05496_,64.5µm
_05500_,64.5µm
_09257_,64.5µm
_10905_,64.5µm
_14840_,64.5µm
_14969_,64.5µm
_15566_,64.5µm
_15677_,64.5µm
_16307_,64.5µm
_26068_,64.5µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_iso_off_counter_qs\[2\],64.5µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[150\]\[1\],64.5µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[28\]\[14\],64.5µm
net62,64.5µm
net1666,64.5µm
net1874,64.5µm
_06137_,64.45µm
_07909_,64.45µm
_08369_,64.45µm
_08783_,64.45µm
_08807_,64.45µm
_08878_,64.45µm
_09592_,64.45µm
_15637_,64.45µm
_18175_,64.45µm
_18565_,64.45µm
_20319_,64.45µm
_25790_,64.45µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[29\],64.45µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[26\]\[11\],64.45µm
_07918_,64.4µm
_08064_,64.4µm
_08377_,64.4µm
_18190_,64.4µm
_24378_,64.4µm
_25456_,64.4µm
_27481_,64.4µm
_28103_,64.4µm
_28385_,64.4µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[82\]\[0\],64.4µm
_06604_,64.27µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[414\]\[1\],64.27µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[7\],64.27µm
_25280_,64.17µm
_17956_,64.09µm
_09590_,63.99µm
_17684_,63.99µm
_26713_,63.99µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[24\],63.99µm
_06429_,63.94µm
_15661_,63.94µm
_26881_,63.94µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[6\],63.94µm
i_core_v_mini_mcu.memory_subsystem_i.clk_cg,63.94µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[14\],63.94µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[29\],63.94µm
net282,63.94µm
_06995_,63.89µm
_07413_,63.89µm
_12322_,63.89µm
_19574_,63.89µm
_19931_,63.89µm
_21635_,63.89µm
_21770_,63.89µm
_24570_,63.89µm
_25893_,63.89µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[14\]\[10\],63.89µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[24\]\[22\],63.89µm
_07685_,63.84µm
_10045_,63.84µm
_10567_,63.84µm
_12970_,63.84µm
_27141_,63.84µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[18\]\[1\],63.84µm
_21891_,63.48µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[30\],63.48µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[41\],63.48µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[20\],63.48µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[4\],63.46µm
_09767_,63.43µm
net1940,63.43µm
_16030_,63.38µm
_25566_,63.38µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[24\],63.38µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[28\],63.38µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[2\],63.38µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[16\],63.38µm
_06939_,63.33µm
_07543_,63.33µm
_22324_,63.33µm
_22562_,63.33µm
_23551_,63.33µm
_25452_,63.33µm
_25788_,63.33µm
_27085_,63.33µm
_27322_,63.33µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[32\],63.33µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.rd_addr\[6\],63.33µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[27\],63.33µm
_07281_,63.28µm
_11670_,63.28µm
_13399_,63.28µm
_19369_,63.28µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.picorv32_resp_i\[26\],63.28µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[12\]\[12\],63.28µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[13\]\[11\],63.28µm
i_core_v_mini_mcu.peripheral_slave_resp\[22\],63.28µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[50\],63.12µm
_09026_,63.1µm
_16631_,63.02µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[294\]\[0\],63µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[29\],62.97µm
_05605_,62.92µm
_14834_,62.92µm
_17059_,62.92µm
status_o[2],62.88µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[5\],62.87µm
_10376_,62.82µm
_18396_,62.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[81\]\[1\],62.82µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[19\]\[6\],62.82µm
net88,62.82µm
net676,62.82µm
_06864_,62.77µm
_07545_,62.77µm
_08157_,62.77µm
_10539_,62.77µm
_12225_,62.77µm
_12275_,62.77µm
_21128_,62.77µm
_25478_,62.77µm
_25558_,62.77µm
_27153_,62.77µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[2\],62.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[409\]\[0\],62.77µm
_08218_,62.72µm
_10488_,62.72µm
_14193_,62.72µm
_18087_,62.72µm
_18344_,62.72µm
_22770_,62.72µm
_23766_,62.72µm
_23790_,62.72µm
_24585_,62.72µm
_25737_,62.72µm
_26055_,62.72µm
_26672_,62.72µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[68\],62.72µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[74\],62.72µm
_09528_,62.56µm
_05442_,62.46µm
_15720_,62.41µm
_06080_,62.36µm
i_core_v_mini_mcu.core_data_req\[86\],62.36µm
_12371_,62.31µm
_15592_,62.31µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[22\],62.31µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[27\],62.31µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[117\],62.31µm
net1038,62.31µm
_06779_,62.26µm
_09579_,62.26µm
_12178_,62.26µm
_15605_,62.26µm
_16077_,62.26µm
_17145_,62.26µm
_18404_,62.26µm
_25910_,62.26µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[34\],62.26µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.obi_resp_o\[29\],62.26µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[25\]\[22\],62.26µm
_13784_,62.21µm
_13877_,62.21µm
_16027_,62.21µm
_17571_,62.21µm
_18089_,62.21µm
_24902_,62.21µm
_25969_,62.21µm
_26217_,62.21µm
_27650_,62.21µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.config_csb,62.21µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[23\],62.21µm
net137,62.21µm
_08412_,62.16µm
_13324_,62.16µm
_13954_,62.16µm
_24912_,62.16µm
_26531_,62.16µm
_27183_,62.16µm
_27296_,62.16µm
_28331_,62.16µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.din_ddr,62.16µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[18\]\[15\],62.16µm
_09581_,61.95µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[18\],61.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[9\],61.88µm
_17199_,61.85µm
_05424_,61.8µm
_09138_,61.8µm
_14763_,61.8µm
_17360_,61.8µm
_23500_,61.8µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[9\],61.8µm
_06241_,61.75µm
_07318_,61.75µm
_07604_,61.75µm
_15618_,61.75µm
_21326_,61.75µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[6\],61.75µm
_05614_,61.7µm
_10361_,61.7µm
_10624_,61.7µm
_12533_,61.7µm
_13364_,61.7µm
_20216_,61.7µm
_20707_,61.7µm
_20881_,61.7µm
_21787_,61.7µm
_24839_,61.7µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[24\],61.7µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[12\],61.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.i_pc_rel,61.7µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[329\]\[1\],61.7µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[24\],61.7µm
_09384_,61.65µm
_09387_,61.65µm
_12126_,61.65µm
_12951_,61.65µm
_13655_,61.65µm
_15252_,61.65µm
_15633_,61.65µm
_17139_,61.65µm
_18187_,61.65µm
_19685_,61.65µm
_21826_,61.65µm
_23867_,61.65µm
_23873_,61.65µm
_25859_,61.65µm
_25878_,61.65µm
_27164_,61.65µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[7\],61.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[4\]\[0\],61.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[169\]\[0\],61.65µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[80\]\[1\],61.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[10\]\[6\],61.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[13\],61.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[17\]\[27\],61.65µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[17\]\[9\],61.65µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[12\],61.65µm
_08292_,61.6µm
_11174_,61.6µm
_21719_,61.6µm
_23090_,61.6µm
_25706_,61.6µm
_25793_,61.6µm
_26202_,61.6µm
_27259_,61.6µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[10\],61.52µm
_05451_,61.24µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[94\],61.24µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.rd_addr\[14\],61.24µm
_08530_,61.19µm
_12253_,61.19µm
_17730_,61.19µm
_19555_,61.19µm
_24461_,61.19µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[203\]\[1\],61.19µm
_09805_,61.14µm
_13994_,61.14µm
_27803_,61.14µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_iso_off_counter_qs\[12\],61.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[2\]\[1\],61.14µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[60\]\[0\],61.14µm
_07182_,61.09µm
_09256_,61.09µm
_13539_,61.09µm
_15177_,61.09µm
_19028_,61.09µm
_21582_,61.09µm
_21845_,61.09µm
_24553_,61.09µm
_26466_,61.09µm
_27505_,61.09µm
_28430_,61.09µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[471\]\[1\],61.09µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[11\],61.09µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[10\],61.09µm
_07202_,61.04µm
_09133_,61.04µm
_11893_,61.04µm
_13138_,61.04µm
_17561_,61.04µm
_18591_,61.04µm
_23831_,61.04µm
_24327_,61.04µm
_25497_,61.04µm
net1144,61.04µm
_06579_,60.83µm
_05976_,60.73µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[28\],60.73µm
_09652_,60.68µm
_21820_,60.68µm
_22791_,60.68µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[2\],60.68µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[120\],60.68µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[66\],60.68µm
_18191_,60.63µm
_07682_,60.58µm
_09743_,60.58µm
_13445_,60.58µm
_18753_,60.58µm
_18887_,60.58µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_reset_deassert_counter_qs\[5\],60.58µm
_06501_,60.53µm
_08149_,60.53µm
_14904_,60.53µm
_18217_,60.53µm
_19980_,60.53µm
_21540_,60.53µm
_22378_,60.53µm
_24593_,60.53µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[19\]\[8\],60.53µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[21\]\[1\],60.53µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[15\],60.53µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[7\]\[21\],60.53µm
_05928_,60.48µm
_06146_,60.48µm
_07768_,60.48µm
_08287_,60.48µm
_08342_,60.48µm
_09967_,60.48µm
_11686_,60.48µm
_24501_,60.48µm
_25868_,60.48µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[395\]\[0\],60.48µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[12\],60.48µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[5\]\[13\],60.48µm
_15231_,60.17µm
_21764_,60.17µm
_05710_,60.12µm
_16611_,60.12µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[38\],60.12µm
status_o[0],60.08µm
_18867_,60.07µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[43\],60.07µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[9\],60.07µm
_07613_,60.02µm
_09691_,60.02µm
_12140_,60.02µm
_12321_,60.02µm
_13503_,60.02µm
_17383_,60.02µm
_19622_,60.02µm
_21239_,60.02µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[27\],60.02µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.o_rf_raddr\[1\],60.02µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[139\]\[1\],60.02µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[26\],60.02µm
_00191_,59.97µm
_07189_,59.97µm
_07948_,59.97µm
_08048_,59.97µm
_11097_,59.97µm
_11118_,59.97µm
_12379_,59.97µm
_13341_,59.97µm
_15256_,59.97µm
_18400_,59.97µm
_20883_,59.97µm
_22509_,59.97µm
_23569_,59.97µm
_23618_,59.97µm
_24398_,59.97µm
_25581_,59.97µm
_25736_,59.97µm
_25896_,59.97µm
_25919_,59.97µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[6\],59.97µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.monitor_power_gate_core_qs\[1\],59.97µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.reg2hw\[230\],59.97µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[401\]\[1\],59.97µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[441\]\[0\],59.97µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[13\],59.97µm
_06317_,59.92µm
_07294_,59.92µm
_07645_,59.92µm
_07973_,59.92µm
_08207_,59.92µm
_09785_,59.92µm
_12122_,59.92µm
_13634_,59.92µm
_14027_,59.92µm
_19938_,59.92µm
_21691_,59.92µm
_23812_,59.92µm
_25328_,59.92µm
_27019_,59.92µm
_27596_,59.92µm
_27614_,59.92µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[17\]\[26\],59.92µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[12\],59.92µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[25\]\[15\],59.92µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[28\]\[11\],59.92µm
_14386_,59.69µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[6\],59.64µm
_22488_,59.61µm
_27993_,59.61µm
_07587_,59.56µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[5\]\[3\],59.56µm
_11415_,59.51µm
_21742_,59.51µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[13\]\[14\],59.51µm
_07615_,59.46µm
_15153_,59.46µm
_18520_,59.46µm
_18604_,59.46µm
_19787_,59.46µm
_24181_,59.46µm
_24673_,59.46µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_counter_sequence_cpu_reset_i.sequence_curr_state\[4\],59.46µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[12\]\[6\],59.46µm
_08472_,59.41µm
_13363_,59.41µm
_17236_,59.41µm
_17655_,59.41µm
_25384_,59.41µm
_25607_,59.41µm
_27111_,59.41µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[3\],59.41µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[18\]\[30\],59.41µm
_05705_,59.36µm
_08338_,59.36µm
_08431_,59.36µm
_09048_,59.36µm
_23433_,59.36µm
_24855_,59.36µm
_25039_,59.36µm
_25976_,59.36µm
_27349_,59.36µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[3\],59.36µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[3\],59.36µm
_16527_,59µm
_05875_,58.95µm
_07248_,58.95µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[18\]\[9\],58.95µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[5\]\[31\],58.95µm
i_core_v_mini_mcu.peripheral_slave_resp\[21\],58.95µm
_07276_,58.9µm
_08745_,58.9µm
_10316_,58.9µm
_14218_,58.9µm
_14558_,58.9µm
_15646_,58.9µm
_16403_,58.9µm
_18226_,58.9µm
_19366_,58.9µm
_19517_,58.9µm
_24802_,58.9µm
_25102_,58.9µm
_25559_,58.9µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[87\]\[0\],58.9µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[18\]\[12\],58.9µm
_07301_,58.85µm
_19217_,58.85µm
_20654_,58.85µm
_23586_,58.85µm
_24455_,58.85µm
_25402_,58.85µm
_25611_,58.85µm
_25784_,58.85µm
_25965_,58.85µm
