Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_270_1314,VDD,Metal1,756.5600,1085.8400,4.999973
FILLER_270_1310,VDD,Metal1,755.2600,1085.4075,4.999973
FILLER_270_1285,VDD,Metal1,740.3200,1085.8400,4.999973
FILLER_270_1281,VDD,Metal1,739.0200,1085.4075,4.999973
FILLER_270_1234,VDD,Metal1,713.9465,1085.2630,4.999973
FILLER_270_1229,VDD,Metal1,708.6800,1085.8400,4.999973
FILLER_270_1227,VDD,Metal1,707.8400,1085.8400,4.999973
FILLER_270_1166,VDD,Metal1,673.4000,1085.8400,4.999973
FILLER_270_1164,VDD,Metal1,672.5600,1085.8400,4.999973
FILLER_270_1157,VDD,Metal1,668.6400,1085.8400,4.999973
FILLER_270_1148,VDD,Metal1,663.6000,1085.8400,4.999973
FILLER_270_1105,VDD,Metal1,640.4600,1085.4075,4.999975
FILLER_270_1073,VDD,Metal1,622.5400,1085.4075,4.999975
FILLER_270_1030,VDD,Metal1,598.4600,1085.4075,4.999974
FILLER_270_1005,VDD,Metal1,583.5200,1085.8400,4.999974
FILLER_270_998,VDD,Metal1,579.3200,1085.8400,4.999975
FILLER_270_996,VDD,Metal1,578.4800,1085.8400,4.999975
FILLER_270_963,VDD,Metal1,560.9400,1085.4075,4.999975
FILLER_270_874,VDD,Metal1,509.8800,1085.8400,4.999974
FILLER_270_807,VDD,Metal1,472.6400,1085.8400,4.999974
FILLER_270_745,VDD,Metal1,438.8600,1085.4075,4.999972
FILLER_270_710,VDD,Metal1,418.3200,1085.8400,4.999972
FILLER_270_674,VDD,Metal1,398.1600,1085.8400,4.999971
FILLER_270_667,VDD,Metal1,393.9600,1085.8400,4.999971
FILLER_270_641,VDD,Metal1,379.4000,1085.8400,4.999969
FILLER_270_639,VDD,Metal1,378.5600,1085.8400,4.999969
FILLER_270_611,VDD,Metal1,362.6000,1085.8400,4.999969
FILLER_270_449,VDD,Metal1,271.8800,1085.8400,4.999968
FILLER_270_414,VDD,Metal1,252.2800,1085.8400,4.999968
FILLER_270_247,VDD,Metal1,159.9800,1085.4075,4.999970
FILLER_270_226,VDD,Metal1,147.0000,1085.8400,4.999971
FILLER_270_224,VDD,Metal1,146.1600,1085.8400,4.999971
FILLER_270_182,VDD,Metal1,124.8265,1085.2630,4.999972
FILLER_270_174,VDD,Metal1,117.8800,1085.8400,4.999972
FILLER_270_141,VDD,Metal1,100.6200,1085.4075,4.999972
