net,length_um
_05855_,41.44µm
_07489_,41.44µm
_08428_,41.44µm
_09595_,41.44µm
_10079_,41.44µm
_10241_,41.44µm
_12144_,41.44µm
_12155_,41.44µm
_12639_,41.44µm
_13019_,41.44µm
_15228_,41.44µm
_15320_,41.44µm
_15447_,41.44µm
_17730_,41.44µm
_20394_,41.44µm
_20467_,41.44µm
_21173_,41.44µm
_24759_,41.44µm
_26061_,41.44µm
_27924_,41.44µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_reset_assert_counter_qs\[9\],41.44µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[3\],41.44µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[357\]\[0\],41.44µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[38\],41.42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_reset_assert_counter_qs\[7\],41.31µm
_18372_,41.21µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[33\]\[1\],41.16µm
_06298_,41.13µm
_09027_,41.08µm
_15026_,41.08µm
_15811_,41.08µm
_16425_,41.08µm
_08274_,41.03µm
_08883_,41.03µm
_16200_,41.03µm
_16620_,41.03µm
_16915_,41.03µm
_17140_,41.03µm
_17400_,41.03µm
_22162_,41.03µm
_06186_,40.98µm
_07293_,40.98µm
_09347_,40.98µm
_11788_,40.98µm
_15760_,40.98µm
_16476_,40.98µm
_16708_,40.98µm
_20465_,40.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[12\],40.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[17\],40.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.din_ddr,40.98µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.csr_addr\[1\],40.98µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[2\]\[0\],40.98µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[14\]\[16\],40.98µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[15\]\[20\],40.98µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_rx.baud_div_q\[0\],40.98µm
_05271_,40.93µm
_06052_,40.93µm
_06859_,40.93µm
_07098_,40.93µm
_07871_,40.93µm
_07976_,40.93µm
_08220_,40.93µm
_08448_,40.93µm
_08807_,40.93µm
_09089_,40.93µm
_09974_,40.93µm
_11122_,40.93µm
_12766_,40.93µm
_14744_,40.93µm
_15578_,40.93µm
_17338_,40.93µm
_20497_,40.93µm
_24185_,40.93µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[25\],40.93µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_reset_deassert_counter_qs\[2\],40.93µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_sequence_periph_switch_i.sequence_curr_state\[2\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[185\]\[1\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[343\]\[0\],40.93µm
_04898_,40.88µm
_07177_,40.88µm
_07564_,40.88µm
_10858_,40.88µm
_13462_,40.88µm
_13528_,40.88µm
_13945_,40.88µm
_14610_,40.88µm
_20510_,40.88µm
_20580_,40.88µm
_21306_,40.88µm
_21986_,40.88µm
_24122_,40.88µm
_25004_,40.88µm
_26345_,40.88µm
_26430_,40.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[28\],40.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.u_intr_state.wr_data\[12\],40.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[0\],40.88µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[412\]\[0\],40.88µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[19\],40.88µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[2\],40.88µm
_17754_,40.57µm
_06068_,40.47µm
_09732_,40.47µm
_15521_,40.47µm
_16180_,40.47µm
_17368_,40.47µm
_18055_,40.47µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_counters_stop_cpu_switch_off_stop_bit_counter_qs,40.47µm
_06121_,40.42µm
_06431_,40.42µm
_07210_,40.42µm
_07500_,40.42µm
_09311_,40.42µm
_12504_,40.42µm
_13272_,40.42µm
_14279_,40.42µm
_15509_,40.42µm
_15897_,40.42µm
_21280_,40.42µm
_27769_,40.42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.global_pointer_qs\[30\],40.42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.global_pointer_qs\[9\],40.42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.din_data\[1\],40.42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[280\]\[1\],40.42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[472\]\[0\],40.42µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.nco_sum_q\[15\],40.42µm
_06744_,40.37µm
_06952_,40.37µm
_07143_,40.37µm
_07437_,40.37µm
_08105_,40.37µm
_08174_,40.37µm
_08680_,40.37µm
_09998_,40.37µm
_11825_,40.37µm
_12183_,40.37µm
_13967_,40.37µm
_14446_,40.37µm
_14637_,40.37µm
_14646_,40.37µm
_15441_,40.37µm
_17600_,40.37µm
_17747_,40.37µm
_20304_,40.37µm
_20503_,40.37µm
_24650_,40.37µm
_24902_,40.37µm
_25669_,40.37µm
_26150_,40.37µm
_26764_,40.37µm
_27922_,40.37µm
_27956_,40.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[8\],40.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[57\],40.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[44\],40.37µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[497\]\[1\],40.37µm
_08422_,40.32µm
_08944_,40.32µm
_10200_,40.32µm
_12883_,40.32µm
_18868_,40.32µm
_19122_,40.32µm
_20125_,40.32µm
_20443_,40.32µm
_22580_,40.32µm
_23519_,40.32µm
_24220_,40.32µm
_25494_,40.32µm
_26263_,40.32µm
_27063_,40.32µm
_27358_,40.32µm
net1,40.32µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[20\],40.32µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[13\],40.32µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.reg2hw\[245\],40.32µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_sequence_ram_0_switch_i.sequence_curr_state\[3\],40.32µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.xfer.resetn,40.32µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[456\]\[1\],40.32µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[100\]\[1\],40.32µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[476\]\[1\],40.32µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[26\]\[16\],40.32µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_tx.sreg_q\[1\],40.32µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[413\]\[1\],40.09µm
_16174_,40.06µm
_08780_,39.96µm
_14969_,39.96µm
_15020_,39.96µm
_15183_,39.96µm
_16591_,39.96µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[5\],39.96µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[54\]\[0\],39.96µm
_06305_,39.91µm
_08961_,39.91µm
_13935_,39.91µm
_14567_,39.91µm
_17660_,39.91µm
_18107_,39.91µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[532\]\[0\],39.91µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[13\],39.91µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[9\]\[25\],39.91µm
_06182_,39.86µm
_06904_,39.86µm
_08875_,39.86µm
_09215_,39.86µm
_14156_,39.86µm
_15063_,39.86µm
_15094_,39.86µm
_15730_,39.86µm
_21313_,39.86µm
_22141_,39.86µm
_22804_,39.86µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[16\],39.86µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[492\]\[1\],39.86µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[63\]\[0\],39.86µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[5\]\[10\],39.86µm
_02095_,39.81µm
_05929_,39.81µm
_06073_,39.81µm
_06679_,39.81µm
_06760_,39.81µm
_08266_,39.81µm
_08557_,39.81µm
_09869_,39.81µm
_11973_,39.81µm
_12164_,39.81µm
_12945_,39.81µm
_13442_,39.81µm
_13852_,39.81µm
_16764_,39.81µm
_17766_,39.81µm
_18367_,39.81µm
_23991_,39.81µm
_24143_,39.81µm
_26316_,39.81µm
_26642_,39.81µm
_26953_,39.81µm
_27334_,39.81µm
_27428_,39.81µm
_27969_,39.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[20\],39.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[296\]\[1\],39.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[328\]\[0\],39.81µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[64\]\[1\],39.81µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[13\],39.81µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_rx.sreg_q\[7\],39.81µm
_00244_,39.76µm
_07169_,39.76µm
_08110_,39.76µm
_08719_,39.76µm
_09513_,39.76µm
_09774_,39.76µm
_10282_,39.76µm
_10830_,39.76µm
_11414_,39.76µm
_12463_,39.76µm
_13168_,39.76µm
_13284_,39.76µm
_14187_,39.76µm
_16594_,39.76µm
_17012_,39.76µm
_17026_,39.76µm
_20939_,39.76µm
_23272_,39.76µm
_24025_,39.76µm
_24236_,39.76µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[38\],39.76µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.reg_to_counter_cpu_powergate_switch_on_i.counter_curr_state\[0\],39.76µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.sched_mode_q\[1\],39.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[338\]\[1\],39.76µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[113\],39.76µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[454\]\[0\],39.58µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[20\],39.53µm
_15875_,39.45µm
_17688_,39.4µm
_17975_,39.4µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.state.cnt_r\[1\],39.4µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[106\]\[0\],39.4µm
_06287_,39.35µm
_14482_,39.35µm
_15217_,39.35µm
_15908_,39.35µm
_16151_,39.35µm
_17353_,39.35µm
_17743_,39.35µm
_18321_,39.35µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[6\],39.35µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm24_20\[1\],39.35µm
_00192_,39.3µm
_00392_,39.3µm
_00407_,39.3µm
_07161_,39.3µm
_08538_,39.3µm
_09514_,39.3µm
_09704_,39.3µm
_10105_,39.3µm
_10541_,39.3µm
_13342_,39.3µm
_15450_,39.3µm
_16112_,39.3µm
_16509_,39.3µm
_17654_,39.3µm
_19938_,39.3µm
_27434_,39.3µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[18\],39.3µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.reg2hw\[249\],39.3µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.rd_addr\[4\],39.3µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[12\],39.3µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[23\],39.3µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[9\]\[21\],39.3µm
_02096_,39.25µm
_07929_,39.25µm
_14461_,39.25µm
_14936_,39.25µm
_16033_,39.25µm
_20536_,39.25µm
_21005_,39.25µm
_21773_,39.25µm
_26134_,39.25µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[33\],39.25µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.config_do\[0\],39.25µm
i_core_v_mini_mcu.core_data_req\[4\],39.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[30\],39.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[19\]\[0\],39.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[397\]\[0\],39.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[128\]\[1\],39.25µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[172\]\[0\],39.25µm
_00259_,39.2µm
_00383_,39.2µm
_05896_,39.2µm
_06998_,39.2µm
_08304_,39.2µm
_08637_,39.2µm
_08989_,39.2µm
_09733_,39.2µm
_14448_,39.2µm
_16600_,39.2µm
_21253_,39.2µm
_22304_,39.2µm
_23342_,39.2µm
_25324_,39.2µm
_25326_,39.2µm
_25693_,39.2µm
_25789_,39.2µm
_25911_,39.2µm
_25914_,39.2µm
_26528_,39.2µm
_27082_,39.2µm
_27788_,39.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[73\]\[1\],39.2µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[15\]\[1\],39.2µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[2\]\[2\],39.2µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[8\],39.2µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.hw2reg\[2\],39.2µm
_16115_,38.94µm
_26101_,38.92µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.allzero_cnt_q\[4\],38.92µm
_05774_,38.84µm
_15789_,38.84µm
_17409_,38.84µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[540\]\[0\],38.84µm
_06816_,38.79µm
_08480_,38.79µm
_16059_,38.79µm
_16654_,38.79µm
_17588_,38.79µm
_17998_,38.79µm
_18386_,38.79µm
_20884_,38.79µm
i_core_v_mini_mcu.core_data_req\[5\],38.79µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[21\],38.79µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.decode.o_rd_op,38.79µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[345\]\[0\],38.79µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[10\]\[27\],38.79µm
_06474_,38.74µm
_08804_,38.74µm
_08862_,38.74µm
_09435_,38.74µm
_09642_,38.74µm
_09778_,38.74µm
_09832_,38.74µm
_09897_,38.74µm
_11144_,38.74µm
_13823_,38.74µm
_14693_,38.74µm
_14721_,38.74µm
_15326_,38.74µm
_16160_,38.74µm
_20553_,38.74µm
_22029_,38.74µm
_22287_,38.74µm
_27425_,38.74µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.picorv32_resp_i\[0\],38.74µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[9\],38.74µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[31\],38.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[385\]\[0\],38.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.decode.o_immdec_ctrl\[1\],38.74µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[340\]\[1\],38.74µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[77\],38.74µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_tx.baud_div_q\[0\],38.74µm
_00265_,38.69µm
_01681_,38.69µm
_05807_,38.69µm
_06636_,38.69µm
_06666_,38.69µm
_07207_,38.69µm
_07331_,38.69µm
_07670_,38.69µm
_08283_,38.69µm
_09015_,38.69µm
_09116_,38.69µm
_09984_,38.69µm
_10240_,38.69µm
_11760_,38.69µm
_12062_,38.69µm
_12384_,38.69µm
_13465_,38.69µm
_14261_,38.69µm
_15698_,38.69µm
_16793_,38.69µm
_17527_,38.69µm
_20867_,38.69µm
_21118_,38.69µm
_23106_,38.69µm
_23444_,38.69µm
_25262_,38.69µm
_25441_,38.69µm
_25995_,38.69µm
_26171_,38.69µm
_26556_,38.69µm
_26808_,38.69µm
_27792_,38.69µm
_28112_,38.69µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[81\],38.69µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[20\],38.69µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[35\],38.69µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[9\],38.69µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[13\]\[22\],38.69µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[23\],38.69µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[28\]\[30\],38.69µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[5\]\[0\],38.69µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[3\],38.69µm
_00378_,38.64µm
_06864_,38.64µm
_08261_,38.64µm
_09412_,38.64µm
_11388_,38.64µm
_13192_,38.64µm
_17744_,38.64µm
_20444_,38.64µm
_24264_,38.64µm
_24585_,38.64µm
_24605_,38.64µm
_25503_,38.64µm
_25827_,38.64µm
_28040_,38.64µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[8\],38.64µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_reset_deassert_counter_qs\[13\],38.64µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[18\],38.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[123\]\[1\],38.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[352\]\[1\],38.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[53\]\[1\],38.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[157\]\[0\],38.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[361\]\[1\],38.64µm
_05435_,38.41µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[321\]\[0\],38.41µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[32\],38.41µm
_25863_,38.36µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[398\]\[1\],38.36µm
_14443_,38.33µm
_15559_,38.33µm
_08955_,38.28µm
_17960_,38.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[2\],38.28µm
_06303_,38.23µm
_06866_,38.23µm
_06960_,38.23µm
_07413_,38.23µm
_09738_,38.23µm
_10067_,38.23µm
_10268_,38.23µm
_14599_,38.23µm
_14814_,38.23µm
_15418_,38.23µm
_17225_,38.23µm
_18264_,38.23µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.global_pointer_qs\[31\],38.23µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[10\],38.23µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[312\]\[0\],38.23µm
_08900_,38.18µm
_08927_,38.18µm
_10155_,38.18µm
_12782_,38.18µm
_14801_,38.18µm
_15153_,38.18µm
_16068_,38.18µm
_16128_,38.18µm
_16631_,38.18µm
_17306_,38.18µm
_17694_,38.18µm
_21626_,38.18µm
_22822_,38.18µm
_23261_,38.18µm
_23334_,38.18µm
_27152_,38.18µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[265\]\[0\],38.18µm
i_core_v_mini_mcu.peripheral_slave_resp\[23\],38.18µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.nco_sum_q\[4\],38.18µm
_05521_,38.13µm
_06253_,38.13µm
_09639_,38.13µm
_09749_,38.13µm
_10790_,38.13µm
_12721_,38.13µm
_14804_,38.13µm
_15314_,38.13µm
_16183_,38.13µm
_16701_,38.13µm
_16758_,38.13µm
_17247_,38.13µm
_17344_,38.13µm
_17643_,38.13µm
_17715_,38.13µm
_18430_,38.13µm
_21297_,38.13µm
_23296_,38.13µm
_24600_,38.13µm
_27681_,38.13µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[15\],38.13µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[4\],38.13µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.rd_addr\[10\],38.13µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[192\]\[0\],38.13µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[19\]\[1\],38.13µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[429\]\[1\],38.13µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[160\]\[1\],38.13µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[4\]\[22\],38.13µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[3\],38.13µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[38\],38.13µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[31\],38.13µm
clknet_leaf_29_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,38.13µm
clknet_leaf_116_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,38.13µm
_00388_,38.08µm
_05767_,38.08µm
_05881_,38.08µm
_05902_,38.08µm
_06696_,38.08µm
_07036_,38.08µm
_07844_,38.08µm
_08106_,38.08µm
_08257_,38.08µm
_08481_,38.08µm
_10636_,38.08µm
_12367_,38.08µm
_12895_,38.08µm
_14101_,38.08µm
_14627_,38.08µm
_19950_,38.08µm
_20228_,38.08µm
_20583_,38.08µm
_21045_,38.08µm
_21675_,38.08µm
_22521_,38.08µm
_23023_,38.08µm
_27393_,38.08µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.u_intr_state.wr_data\[0\],38.08µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.buffer\[22\],38.08µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[10\],38.08µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[2\]\[0\],38.08µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.hw2reg\[13\],38.08µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.tx_uart_idle_q,38.08µm
_09327_,37.9µm
_14954_,37.77µm
_21523_,37.77µm
_15264_,37.72µm
_16966_,37.72µm
_17423_,37.72µm
_26908_,37.72µm
_07256_,37.67µm
_08930_,37.67µm
_15547_,37.67µm
_15651_,37.67µm
_18213_,37.67µm
_21282_,37.67µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[72\],37.67µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[46\],37.67µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.enable_spi_sel,37.67µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[5\],37.67µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[11\],37.67µm
