net,length_um
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[89\],129.36µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[41\],129.2µm
_09922_,129.05µm
clknet_leaf_31_clk_i_regs,129.05µm
_09885_,129µm
_18718_,129µm
net483,129µm
clknet_leaf_44_clk_i_regs,129µm
_18502_,128.95µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[21\]\[13\],128.95µm
net257,128.95µm
clknet_leaf_70_clk_i_regs,128.95µm
_20355_,128.9µm
i_core_v_mini_mcu.core_data_req\[90\],128.9µm
i_core_v_mini_mcu.core_data_req\[99\],128.9µm
_19361_,128.85µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[22\],128.85µm
_06971_,128.8µm
_10170_,128.8µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.o_wdata0,128.8µm
_23124_,128.49µm
net1693,128.49µm
clknet_leaf_51_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,128.49µm
clknet_leaf_124_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,128.49µm
clknet_leaf_37_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,128.48µm
_14760_,128.44µm
_16844_,128.44µm
_18425_,128.44µm
_18508_,128.44µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.bufreg2.i_bytecnt\[1\],128.44µm
net274,128.44µm
_07988_,128.39µm
_13762_,128.39µm
_21529_,128.39µm
_21602_,128.39µm
_27363_,128.39µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[50\],128.39µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[75\],128.39µm
net1841,128.39µm
_18500_,128.34µm
_26759_,128.34µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[57\],128.34µm
net276,128.34µm
clknet_leaf_123_clk_i_regs,128.34µm
clknet_leaf_35_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,128.34µm
clknet_leaf_93_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,128.34µm
_07950_,128.29µm
_11874_,128.29µm
_18388_,128.29µm
net27,128.29µm
clknet_leaf_1_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,128.29µm
_24928_,128.24µm
_16504_,128.03µm
net1828,128.03µm
clknet_leaf_7_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,127.93µm
net25,127.88µm
clknet_leaf_53_clk_i_regs,127.88µm
clknet_leaf_105_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,127.88µm
_07346_,127.83µm
_08304_,127.83µm
_27213_,127.83µm
net41,127.83µm
net958,127.83µm
clknet_leaf_79_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,127.82µm
_26750_,127.78µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[74\],127.78µm
net550,127.78µm
_08410_,127.73µm
_09478_,127.73µm
_18333_,127.73µm
_19056_,127.68µm
clknet_leaf_18_clk_i_regs,127.47µm
net1855,127.37µm
clknet_leaf_8_clk_i_regs,127.37µm
clknet_leaf_144_clk_i_regs,127.37µm
_19551_,127.32µm
_20307_,127.32µm
net2019,127.32µm
_10093_,127.29µm
_18244_,127.27µm
_18489_,127.27µm
_22766_,127.27µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[20\],127.27µm
net1656,127.27µm
net1719,127.27µm
_05433_,127.22µm
_14484_,127.22µm
net1069,127.22µm
_19716_,127.17µm
_27678_,127.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[78\],127.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[79\],127.17µm
_28056_,127.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm11_7\[2\],127.04µm
_19372_,126.86µm
clknet_leaf_64_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,126.77µm
_09444_,126.71µm
_10595_,126.71µm
net945,126.71µm
_17743_,126.66µm
net116,126.66µm
clknet_leaf_140_clk_i_regs,126.66µm
clknet_leaf_23_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,126.66µm
_12248_,126.61µm
_28003_,126.61µm
net839,126.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.cpu_subsystem_rst_n,126.56µm
_24262_,126.45µm
_23594_,126.3µm
clknet_leaf_102_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,126.3µm
clknet_leaf_121_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,126.3µm
net2099,126.3µm
_16379_,126.25µm
clknet_leaf_51_clk_i_regs,126.2µm
_18440_,126.15µm
_27416_,126.15µm
net858,126.15µm
clknet_leaf_65_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,126.15µm
clknet_leaf_56_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,126.15µm
_07605_,126.1µm
_27189_,126.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_switch_on_counter_qs\[12\],126.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.reg2hw\[14\],126.1µm
_17239_,126.05µm
_19357_,126.05µm
_20466_,126.05µm
_22134_,126.05µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[22\],126.05µm
net456,126.05µm
net1249,126.05µm
_20371_,126µm
_27688_,125.89µm
_08531_,125.82µm
_14924_,125.79µm
clknet_leaf_57_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,125.79µm
i_core_v_mini_mcu.ao_peripheral_slave_resp\[30\],125.77µm
_15213_,125.74µm
_25286_,125.74µm
net1658,125.74µm
clknet_leaf_16_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,125.74µm
_18841_,125.69µm
_21100_,125.69µm
net1287,125.69µm
clknet_leaf_59_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,125.69µm
clknet_leaf_76_clk_i_regs,125.64µm
clknet_leaf_90_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,125.64µm
clknet_leaf_127_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,125.64µm
net476,125.59µm
clknet_leaf_87_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,125.59µm
_07600_,125.54µm
_07689_,125.54µm
_14171_,125.54µm
net1649,125.54µm
_06414_,125.49µm
_21172_,125.49µm
_21664_,125.49µm
_20366_,125.44µm
_20583_,125.44µm
net1805,125.18µm
net271,125.13µm
net1702,125.13µm
clknet_leaf_64_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,125.13µm
_12663_,125.08µm
_22612_,125.08µm
_23394_,125.08µm
net1616,125.08µm
_06555_,125.03µm
_24298_,125.03µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.rdata_o\[14\],125.03µm
clknet_5_29__leaf_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,125.03µm
_14174_,124.98µm
_21404_,124.98µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[21\]\[21\],124.98µm
net53,124.98µm
net193,124.98µm
_13418_,124.93µm
_21221_,124.93µm
_23143_,124.93µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[14\],124.93µm
_14807_,124.9µm
_22377_,124.72µm
clknet_leaf_55_clk_i_regs,124.67µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[24\],124.63µm
clknet_leaf_71_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,124.62µm
_07556_,124.57µm
_10119_,124.57µm
_27817_,124.57µm
net1856,124.57µm
_09133_,124.52µm
_19778_,124.52µm
clknet_leaf_114_clk_i_regs,124.52µm
_09260_,124.47µm
_21175_,124.47µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[20\],124.47µm
clknet_leaf_19_clk_i_regs,124.47µm
_06522_,124.42µm
_14476_,124.42µm
exit_value_int\[2\],124.42µm
net472,124.42µm
clknet_leaf_48_clk_i_regs,124.42µm
_08163_,124.32µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[19\]\[24\],124.32µm
_22890_,124.21µm
_05440_,124.19µm
_21261_,124.14µm
_27412_,124.11µm
net1732,124.11µm
_23602_,124.06µm
net1662,124.06µm
clknet_leaf_17_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,124.01µm
clknet_leaf_33_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,124.01µm
_23257_,123.96µm
clknet_leaf_153_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,123.96µm
_07996_,123.91µm
_23209_,123.91µm
net361,123.91µm
net1746,123.91µm
_09247_,123.86µm
_09567_,123.86µm
_20507_,123.86µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.i_pc_rel,123.86µm
net1833,123.86µm
clknet_leaf_75_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,123.86µm
_18438_,123.81µm
_27681_,123.81µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[2\],123.81µm
clknet_leaf_135_clk_i_regs,123.81µm
_05646_,123.78µm
_07622_,123.76µm
_17725_,123.5µm
_05830_,123.45µm
_07434_,123.45µm
_14166_,123.45µm
net1796,123.45µm
_10589_,123.4µm
_19500_,123.4µm
_21656_,123.4µm
_10638_,123.35µm
_08014_,123.3µm
_27331_,123.3µm
net249,123.3µm
_08082_,123.25µm
_18207_,123.25µm
_18297_,123.25µm
_19100_,123.25µm
_21619_,123.25µm
_24099_,123.25µm
_08071_,123.2µm
_08274_,123.2µm
_13329_,123.2µm
_19115_,123.2µm
_27141_,123.2µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[0\],123.2µm
net736,123.2µm
clknet_leaf_17_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,123.19µm
_20789_,123.17µm
_23623_,123.04µm
_18460_,123.01µm
net1717,122.99µm
_05780_,122.84µm
_09097_,122.84µm
_19511_,122.84µm
net1799,122.84µm
net1851,122.84µm
clknet_leaf_41_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,122.84µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[28\],122.79µm
clknet_leaf_3_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,122.79µm
_05892_,122.74µm
_12382_,122.74µm
_21884_,122.74µm
_07539_,122.69µm
_10180_,122.69µm
_12868_,122.69µm
_06833_,122.64µm
_20296_,122.64µm
_20514_,122.64µm
_21480_,122.64µm
_25065_,122.64µm
_27811_,122.64µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[9\],122.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[451\]\[1\],122.51µm
clknet_leaf_96_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,122.43µm
clknet_leaf_43_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,122.38µm
net1895,122.33µm
clknet_leaf_14_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,122.33µm
clknet_leaf_80_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,122.33µm
clknet_leaf_99_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,122.33µm
clknet_leaf_116_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,122.33µm
_06880_,122.28µm
_08663_,122.28µm
_09983_,122.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_ibus_adr\[0\],122.28µm
net1709,122.28µm
_05545_,122.23µm
_10598_,122.23µm
_24989_,122.23µm
net92,122.23µm
clknet_leaf_58_clk_i_regs,122.23µm
clknet_leaf_109_clk_i_regs,122.23µm
_13947_,122.18µm
_20335_,122.18µm
_20386_,122.18µm
net1509,122.18µm
clknet_leaf_59_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,122.18µm
_12916_,122.13µm
_14524_,122.13µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[12\],122.13µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[5\]\[11\],122.13µm
_19052_,122.09µm
clknet_leaf_27_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,121.92µm
_08270_,121.85µm
_09631_,121.82µm
_10552_,121.82µm
net1484,121.82µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[25\],121.78µm
_23385_,121.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.branch_op,121.77µm
clknet_leaf_71_clk_i_regs,121.77µm
clknet_leaf_136_clk_i_regs,121.77µm
clknet_leaf_32_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,121.77µm
_07862_,121.72µm
clknet_leaf_121_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,121.72µm
clknet_leaf_131_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,121.72µm
_10929_,121.7µm
_09984_,121.67µm
_18612_,121.67µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[26\],121.67µm
_21749_,121.62µm
_25084_,121.62µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.bufreg.data\[0\],121.62µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[5\],121.62µm
_08010_,121.6µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[45\],121.57µm
net474,121.57µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_switch_on_counter_qs\[6\],121.56µm
_19019_,121.52µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[5\]\[31\],121.34µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[11\],121.26µm
net1650,121.26µm
clknet_leaf_43_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,121.26µm
clknet_leaf_79_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,121.26µm
_20161_,121.25µm
_18124_,121.21µm
net1712,121.21µm
clknet_leaf_2_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,121.21µm
net2021,121.16µm
_06887_,121.11µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[17\],121.11µm
net26,121.11µm
clknet_leaf_29_clk_i_regs,121.11µm
_08339_,121.06µm
_14456_,121.06µm
_26807_,121.06µm
i_core_v_mini_mcu.core_data_req\[93\],121.06µm
net73,121.06µm
net259,121.06µm
_10819_,121.01µm
_14018_,121.01µm
_14185_,121.01µm
_27684_,121.01µm
_07522_,120.96µm
_08791_,120.96µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[23\],120.96µm
_07571_,120.94µm
net1863,120.8µm
_07311_,120.78µm
clknet_leaf_59_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,120.75µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[15\],120.7µm
clknet_leaf_45_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,120.7µm
net157,120.65µm
net2095,120.65µm
_17714_,120.6µm
clknet_leaf_115_clk_i_regs,120.6µm
_19033_,120.59µm
net1643,120.57µm
_19985_,120.55µm
_07278_,120.5µm
_14184_,120.5µm
_25218_,120.5µm
net81,120.5µm
net1700,120.5µm
net1857,120.5µm
clknet_leaf_16_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,120.5µm
_10152_,120.45µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[3\],120.45µm
_12917_,120.4µm
clknet_leaf_120_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,120.24µm
_23079_,120.19µm
_19353_,120.14µm
clknet_leaf_35_clk_i_regs,120.14µm
clknet_leaf_103_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,120.14µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[14\],120.12µm
clknet_leaf_30_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,120.09µm
clknet_leaf_97_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,120.09µm
net463,120.04µm
clknet_leaf_110_clk_i_regs,120.04µm
clknet_leaf_9_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,120.04µm
_10621_,119.99µm
net201,119.99µm
net277,119.99µm
net1660,119.99µm
_27590_,119.98µm
_10178_,119.94µm
_10558_,119.94µm
_21493_,119.94µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[8\],119.94µm
net189,119.94µm
clknet_leaf_66_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,119.94µm
_10626_,119.89µm
_14558_,119.89µm
_25321_,119.89µm
_26323_,119.89µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[15\],119.89µm
net268,119.89µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[21\],119.84µm
_09884_,119.53µm
_22565_,119.53µm
_23405_,119.53µm
_27376_,119.53µm
clknet_leaf_69_clk_i_regs,119.53µm
clknet_leaf_78_clk_i_regs,119.53µm
clknet_leaf_98_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,119.53µm
_06354_,119.48µm
_22218_,119.46µm
clknet_leaf_27_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,119.43µm
_08911_,119.38µm
_20000_,119.38µm
_06862_,119.33µm
_08338_,119.33µm
_23182_,119.33µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[28\],119.33µm
_06317_,119.28µm
_08178_,119.28µm
_14261_,119.28µm
_20497_,119.28µm
_25293_,119.28µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_spimemio_reg_top_i.reg2hw,119.28µm
_27795_,119.12µm
clknet_leaf_130_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,119.11µm
_05415_,119.02µm
clknet_leaf_3_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,119.02µm
clknet_leaf_34_clk_i_regs,118.97µm
_05922_,118.92µm
_23637_,118.92µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[10\],118.92µm
net1631,118.92µm
clknet_leaf_124_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,118.92µm
_14276_,118.87µm
_16118_,118.87µm
_18494_,118.87µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.gen_align.align.ctrl_misal,118.87µm
_25202_,118.82µm
i_core_v_mini_mcu.core_data_req\[94\],118.82µm
net521,118.82µm
net1628,118.82µm
net137,118.72µm
net1704,118.59µm
_18904_,118.46µm
_13802_,118.42µm
_20220_,118.41µm
_25252_,118.41µm
clknet_leaf_92_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,118.41µm
_07052_,118.37µm
_15251_,118.36µm
_21271_,118.36µm
clknet_leaf_50_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,118.36µm
_07375_,118.31µm
_08751_,118.31µm
_09310_,118.31µm
_12221_,118.31µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[11\],118.31µm
i_core_v_mini_mcu.core_data_req\[80\],118.31µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[20\],118.26µm
i_core_v_mini_mcu.core_data_req\[86\],118.26µm
net520,118.26µm
net530,118.26µm
_06836_,118.21µm
_09200_,118.21µm
_10525_,118.21µm
_11566_,118.21µm
_14103_,118.21µm
_20505_,118.21µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.rdata_o\[11\],118.21µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[30\],118.21µm
_16911_,118.16µm
_24871_,118.16µm
clknet_leaf_21_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,118.16µm
_21344_,118µm
clknet_leaf_113_clk_i_regs,117.9µm
net1725,117.85µm
_22657_,117.8µm
clknet_5_0__leaf_clk_i_regs,117.8µm
clknet_leaf_91_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,117.8µm
_22449_,117.75µm
net163,117.75µm
net1735,117.75µm
clknet_leaf_31_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,117.75µm
clknet_leaf_100_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,117.75µm
_19428_,117.7µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[115\],117.7µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[23\],117.7µm
clknet_leaf_25_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,117.7µm
_10079_,117.65µm
i_core_v_mini_mcu.ao_peripheral_slave_resp\[16\],117.65µm
net40,117.65µm
net1938,117.65µm
_07865_,117.6µm
_12422_,117.6µm
_19727_,117.34µm
_14272_,117.29µm
_19992_,117.29µm
_06554_,117.24µm
net2124,117.24µm
_10562_,117.19µm
_14015_,117.19µm
_18496_,117.19µm
_20581_,117.19µm
i_core_v_mini_mcu.core_data_req\[87\],117.19µm
net1276,117.19µm
clknet_leaf_127_clk_i_regs,117.19µm
clknet_leaf_67_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,117.19µm
_26644_,117.14µm
_27284_,117.14µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[17\],117.14µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[0\],117.14µm
_08307_,117.09µm
_19035_,117.09µm
_19363_,117.09µm
_24666_,117.09µm
net1942,117.09µm
_20339_,117.04µm
_20747_,117.04µm
_27356_,117.04µm
clknet_leaf_18_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,116.83µm
_09322_,116.73µm
_27413_,116.73µm
_05783_,116.68µm
_08811_,116.68µm
_18204_,116.68µm
i_core_v_mini_mcu.core_data_req\[91\],116.68µm
_20448_,116.63µm
i_core_v_mini_mcu.peripheral_slave_resp\[16\],116.63µm
net153,116.63µm
net1706,116.63µm
net1846,116.63µm
_14461_,116.58µm
_25590_,116.58µm
_26373_,116.58µm
_26509_,116.58µm
_09556_,116.53µm
_12927_,116.53µm
_23139_,116.53µm
_23268_,116.53µm
_23588_,116.53µm
_14264_,116.48µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[1\]\[14\],116.48µm
net284,116.48µm
_15196_,116.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[42\],116.27µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[58\],116.22µm
_21445_,116.17µm
net148,116.16µm
net497,116.12µm
clknet_leaf_12_clk_i_regs,116.11µm
_05965_,116.07µm
_28100_,116.07µm
net84,116.07µm
net491,116.07µm
clknet_3_4_0_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,116.07µm
_09236_,116.02µm
net1553,116.02µm
_10160_,115.97µm
_18242_,115.97µm
net486,115.97µm
_22095_,115.92µm
_27046_,115.92µm
net60,115.92µm
clknet_leaf_20_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,115.76µm
_14527_,115.66µm
_18799_,115.61µm
_05938_,115.56µm
_07910_,115.56µm
_05639_,115.51µm
_07186_,115.51µm
_21337_,115.51µm
net1714,115.51µm
clknet_leaf_6_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,115.51µm
_07508_,115.46µm
_10535_,115.46µm
_16790_,115.46µm
_20726_,115.46µm
net1250,115.46µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[27\],115.42µm
_19965_,115.41µm
_20367_,115.41µm
_23246_,115.41µm
_26639_,115.41µm
_27734_,115.41µm
net2120,115.41µm
_08475_,115.36µm
_10110_,115.36µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.cfgreg_do\[8\],115.36µm
_21463_,115.2µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[23\]\[10\],115.15µm
_18560_,115.1µm
_06455_,115.05µm
_21593_,115.05µm
clknet_leaf_51_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,115µm
clknet_leaf_19_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,115µm
clknet_leaf_95_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,115µm
net49,114.95µm
net1720,114.95µm
clknet_leaf_26_clk_i_regs,114.95µm
clknet_leaf_131_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,114.95µm
clknet_leaf_76_i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.clk_i,114.95µm
_07776_,114.9µm
_08523_,114.9µm
_12559_,114.9µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[22\],114.85µm
_21164_,114.8µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[14\],114.74µm
_23809_,114.64µm
clknet_leaf_125_clk_i_regs,114.64µm
_22142_,114.59µm
clknet_leaf_28_clk_i_regs,114.59µm
clknet_leaf_92_clk_i_regs,114.59µm
net1708,114.54µm
net1810,114.54µm
_09103_,114.52µm
_07663_,114.49µm
net39,114.49µm
clknet_leaf_27_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,114.49µm
_08572_,114.44µm
i_core_v_mini_mcu.core_data_req\[88\],114.44µm
clknet_leaf_3_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,114.44µm
net94,114.39µm
clknet_leaf_129_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,114.39µm
_08076_,114.34µm
_13936_,114.34µm
_21580_,114.34µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[18\]\[10\],114.34µm
net7,114.29µm
net527,114.29µm
_07991_,114.24µm
