net,length_um
_11177_,21.28µm
_11178_,21.28µm
_11310_,21.28µm
_11536_,21.28µm
_11786_,21.28µm
_11802_,21.28µm
_11805_,21.28µm
_12153_,21.28µm
_12365_,21.28µm
_12827_,21.28µm
_13174_,21.28µm
_13880_,21.28µm
_14760_,21.28µm
_15002_,21.28µm
_17391_,21.28µm
_17499_,21.28µm
_17958_,21.28µm
_18213_,21.28µm
_18671_,21.28µm
_18682_,21.28µm
_19932_,21.28µm
_20073_,21.28µm
_20344_,21.28µm
_20480_,21.28µm
_20484_,21.28µm
_20562_,21.28µm
_20566_,21.28µm
_20617_,21.28µm
_20797_,21.28µm
_21842_,21.28µm
_21943_,21.28µm
_21944_,21.28µm
_21954_,21.28µm
_22338_,21.28µm
_22643_,21.28µm
_23764_,21.28µm
_23798_,21.28µm
_23918_,21.28µm
_24012_,21.28µm
_24467_,21.28µm
_24507_,21.28µm
_25447_,21.28µm
_25693_,21.28µm
_26188_,21.28µm
_26323_,21.28µm
_26849_,21.28µm
_26860_,21.28µm
_27528_,21.28µm
_27857_,21.28µm
_27876_,21.28µm
_28128_,21.28µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_counter_sequence_cpu_reset_i.sequence_curr_state\[5\],21.28µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[29\],21.28µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.flash_io3_do_o,21.28µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[45\],21.28µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[47\],21.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[31\],21.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.decode.o_mem_word,21.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[162\]\[1\],21.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[233\]\[0\],21.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[289\]\[0\],21.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[356\]\[1\],21.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[414\]\[0\],21.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[568\]\[0\],21.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[572\]\[0\],21.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[94\]\[0\],21.28µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[12\]\[5\],21.28µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[14\]\[4\],21.28µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[21\]\[25\],21.28µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[27\]\[1\],21.28µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[3\]\[25\],21.28µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[5\]\[21\],21.28µm
net1268,21.28µm
_07810_,21.1µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[477\]\[0\],21.05µm
_17093_,21.02µm
_05672_,20.92µm
_14664_,20.92µm
_15120_,20.92µm
_15258_,20.92µm
_16738_,20.92µm
_17766_,20.92µm
_23424_,20.92µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[68\],20.92µm
_09191_,20.87µm
_13813_,20.87µm
_14537_,20.87µm
_14772_,20.87µm
_17221_,20.87µm
_17778_,20.87µm
_21651_,20.87µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[29\],20.87µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_counter_sequence_cpu_switch_i.start_off_sequence_i,20.87µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[27\],20.87µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[295\]\[1\],20.87µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[460\]\[1\],20.87µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[487\]\[0\],20.87µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[23\]\[11\],20.87µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[9\],20.87µm
net1043,20.87µm
_01289_,20.82µm
_05426_,20.82µm
_06312_,20.82µm
_06460_,20.82µm
_06568_,20.82µm
_06687_,20.82µm
_07111_,20.82µm
_08872_,20.82µm
_11292_,20.82µm
_12217_,20.82µm
_13402_,20.82µm
_14389_,20.82µm
_15306_,20.82µm
_16321_,20.82µm
_17324_,20.82µm
_17615_,20.82µm
_20024_,20.82µm
_20851_,20.82µm
_23413_,20.82µm
_23727_,20.82µm
_23741_,20.82µm
_23896_,20.82µm
_24727_,20.82µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[5\],20.82µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[57\],20.82µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[41\],20.82µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.global_pointer_qs\[20\],20.82µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.soc_ctrl_reg_top_i.system_frequency_hz_qs\[9\],20.82µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.buffer\[12\],20.82µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[13\],20.82µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[20\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[10\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[13\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[167\]\[0\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[280\]\[0\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[320\]\[1\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[480\]\[0\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[66\]\[1\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[193\]\[0\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[279\]\[0\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[303\]\[0\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[317\]\[1\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[411\]\[1\],20.82µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[56\]\[1\],20.82µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[10\]\[4\],20.82µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[0\],20.82µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[17\]\[14\],20.82µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[17\]\[8\],20.82µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[28\]\[17\],20.82µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[14\],20.82µm
_00091_,20.77µm
_00182_,20.77µm
_03358_,20.77µm
_03725_,20.77µm
_04016_,20.77µm
_05421_,20.77µm
_06200_,20.77µm
_06268_,20.77µm
_06524_,20.77µm
_06573_,20.77µm
_06618_,20.77µm
_06901_,20.77µm
_08000_,20.77µm
_08254_,20.77µm
_08505_,20.77µm
_09529_,20.77µm
_09755_,20.77µm
_09969_,20.77µm
_09994_,20.77µm
_10022_,20.77µm
_10165_,20.77µm
_10223_,20.77µm
_10357_,20.77µm
_10816_,20.77µm
_10952_,20.77µm
_12122_,20.77µm
_12967_,20.77µm
_13380_,20.77µm
_13521_,20.77µm
_13526_,20.77µm
_13932_,20.77µm
_14637_,20.77µm
_14982_,20.77µm
_15118_,20.77µm
_15505_,20.77µm
_16057_,20.77µm
_16151_,20.77µm
_16951_,20.77µm
_17409_,20.77µm
_17871_,20.77µm
_17896_,20.77µm
_17962_,20.77µm
_18713_,20.77µm
_19023_,20.77µm
_19043_,20.77µm
_19087_,20.77µm
_19815_,20.77µm
_19970_,20.77µm
_20753_,20.77µm
_20755_,20.77µm
_20801_,20.77µm
_21977_,20.77µm
_23652_,20.77µm
_23844_,20.77µm
_23981_,20.77µm
_24603_,20.77µm
_24999_,20.77µm
_25733_,20.77µm
_26298_,20.77µm
_26312_,20.77µm
_26520_,20.77µm
_26525_,20.77µm
_26781_,20.77µm
_26818_,20.77µm
_26905_,20.77µm
_26945_,20.77µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[27\],20.77µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[38\],20.77µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.reg2hw\[29\],20.77µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.state\[1\],20.77µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.rd_addr\[12\],20.77µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[2\],20.77µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.park_req_pulse\[1\],20.77µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[25\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.state.gen_csr.misalign_trap_sync_r,20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[119\]\[0\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[124\]\[1\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[157\]\[0\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[34\]\[0\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[495\]\[1\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[517\]\[1\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[525\]\[1\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[526\]\[0\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[532\]\[1\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[553\]\[1\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[60\]\[0\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[15\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.state.cnt_r\[0\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[130\]\[0\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[177\]\[0\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[306\]\[0\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[332\]\[0\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[375\]\[0\],20.77µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[430\]\[1\],20.77µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[27\]\[30\],20.77µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[28\]\[11\],20.77µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[5\]\[12\],20.77µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[16\],20.77µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_watermark_d,20.77µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_rxfifo.gen_normal_fifo.storage\[12\],20.77µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_rxfifo.gen_normal_fifo.storage\[7\],20.77µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_tx.baud_div_q\[3\],20.77µm
_00250_,20.72µm
_01754_,20.72µm
_02134_,20.72µm
_03679_,20.72µm
_03754_,20.72µm
_04135_,20.72µm
_05139_,20.72µm
_05144_,20.72µm
_05272_,20.72µm
_05445_,20.72µm
_05536_,20.72µm
_06510_,20.72µm
_06659_,20.72µm
_07642_,20.72µm
_07805_,20.72µm
_08064_,20.72µm
_08625_,20.72µm
_08892_,20.72µm
_09288_,20.72µm
_10187_,20.72µm
_11710_,20.72µm
_11809_,20.72µm
_11956_,20.72µm
_12478_,20.72µm
_13072_,20.72µm
_13255_,20.72µm
_13517_,20.72µm
_13579_,20.72µm
_13650_,20.72µm
_13735_,20.72µm
_15277_,20.72µm
_16489_,20.72µm
_17584_,20.72µm
_18187_,20.72µm
_20636_,20.72µm
_20770_,20.72µm
_20775_,20.72µm
_20987_,20.72µm
_21005_,20.72µm
_21072_,20.72µm
_21090_,20.72µm
_21193_,20.72µm
_21447_,20.72µm
_21701_,20.72µm
_22678_,20.72µm
_22808_,20.72µm
_23299_,20.72µm
_24205_,20.72µm
_24672_,20.72µm
_25148_,20.72µm
_25629_,20.72µm
_25792_,20.72µm
_25829_,20.72µm
_26019_,20.72µm
_27296_,20.72µm
_27370_,20.72µm
_27470_,20.72µm
_27636_,20.72µm
_27792_,20.72µm
_27991_,20.72µm
_28092_,20.72µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[46\],20.72µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[20\],20.72µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.u_intr_state.wr_data\[2\],20.72µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[5\]\[25\],20.72µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[114\]\[0\],20.72µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[331\]\[0\],20.72µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[336\]\[0\],20.72µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[402\]\[1\],20.72µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[72\]\[1\],20.72µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[117\]\[0\],20.72µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[17\]\[1\],20.72µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[238\]\[0\],20.72µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[10\]\[1\],20.72µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[10\],20.72µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[17\]\[7\],20.72µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[21\]\[1\],20.72µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[26\]\[28\],20.72µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[29\]\[26\],20.72µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[2\]\[9\],20.72µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[9\]\[21\],20.72µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[440\]\[0\],20.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[241\]\[1\],20.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[91\]\[0\],20.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[294\]\[1\],20.49µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[425\]\[1\],20.49µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[12\]\[11\],20.49µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[93\]\[0\],20.44µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[464\]\[0\],20.44µm
_15297_,20.36µm
_16148_,20.36µm
_17186_,20.36µm
_23593_,20.36µm
_05933_,20.31µm
_11456_,20.31µm
_14978_,20.31µm
_15098_,20.31µm
_16907_,20.31µm
_17294_,20.31µm
_17816_,20.31µm
_18161_,20.31µm
_20647_,20.31µm
_23780_,20.31µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[64\],20.31µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[23\],20.31µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[30\],20.31µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[117\]\[1\],20.31µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[381\]\[1\],20.31µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[568\]\[1\],20.31µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[75\]\[1\],20.31µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[0\]\[17\],20.31µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[28\]\[2\],20.31µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[3\]\[28\],20.31µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[14\],20.31µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[30\]\[7\],20.295µm
_05512_,20.26µm
_05836_,20.26µm
_06483_,20.26µm
_07026_,20.26µm
_07095_,20.26µm
_08746_,20.26µm
_09464_,20.26µm
_09495_,20.26µm
_10081_,20.26µm
_10203_,20.26µm
_11078_,20.26µm
_11481_,20.26µm
_12500_,20.26µm
_13083_,20.26µm
_15365_,20.26µm
_16982_,20.26µm
_17972_,20.26µm
_19193_,20.26µm
_20532_,20.26µm
_20592_,20.26µm
_20772_,20.26µm
_20886_,20.26µm
_23927_,20.26µm
_25258_,20.26µm
_25373_,20.26µm
_27686_,20.26µm
_27794_,20.26µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[16\],20.26µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_reset_assert_counter_qs\[1\],20.26µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.power_gate_core_qs,20.26µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.picorv32_resp_i\[13\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[196\]\[0\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[211\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[248\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[343\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[571\]\[0\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[85\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.alu.i_cmp_sig,20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[128\]\[0\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[175\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[176\]\[0\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[215\]\[0\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[226\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[242\]\[0\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[310\]\[0\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[323\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[330\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[393\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[409\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[428\]\[0\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[454\]\[0\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[469\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[7\]\[1\],20.26µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[86\]\[0\],20.26µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[0\]\[6\],20.26µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[19\]\[18\],20.26µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[4\],20.26µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[21\]\[31\],20.26µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[30\],20.26µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[24\]\[5\],20.26µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[26\]\[7\],20.26µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[28\]\[27\],20.26µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[9\]\[24\],20.26µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_sync_q2,20.26µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.uart_tx.tick_baud_q,20.26µm
_00314_,20.21µm
_01640_,20.21µm
_01962_,20.21µm
_03746_,20.21µm
_03926_,20.21µm
_04137_,20.21µm
_04199_,20.21µm
_04677_,20.21µm
_04764_,20.21µm
_05264_,20.21µm
_05727_,20.21µm
_05770_,20.21µm
_06082_,20.21µm
_06303_,20.21µm
_06439_,20.21µm
_07232_,20.21µm
_08417_,20.21µm
_08850_,20.21µm
_08943_,20.21µm
_09328_,20.21µm
_09561_,20.21µm
_09722_,20.21µm
_10049_,20.21µm
_10068_,20.21µm
_10076_,20.21µm
_10503_,20.21µm
_10830_,20.21µm
_11210_,20.21µm
_12007_,20.21µm
_12584_,20.21µm
_12735_,20.21µm
_12951_,20.21µm
_13063_,20.21µm
_13165_,20.21µm
_14068_,20.21µm
_14089_,20.21µm
_14392_,20.21µm
_14767_,20.21µm
_14853_,20.21µm
_14891_,20.21µm
_15791_,20.21µm
_16530_,20.21µm
_16693_,20.21µm
_16985_,20.21µm
_17245_,20.21µm
_17452_,20.21µm
_17485_,20.21µm
_17945_,20.21µm
_18475_,20.21µm
_19216_,20.21µm
_19265_,20.21µm
_19404_,20.21µm
_19415_,20.21µm
_19713_,20.21µm
_20421_,20.21µm
_20595_,20.21µm
_20605_,20.21µm
_20637_,20.21µm
_20675_,20.21µm
_20926_,20.21µm
_21031_,20.21µm
_21323_,20.21µm
_21347_,20.21µm
_21530_,20.21µm
_21966_,20.21µm
_22325_,20.21µm
_22418_,20.21µm
_22507_,20.21µm
_22755_,20.21µm
_22845_,20.21µm
_23335_,20.21µm
_23544_,20.21µm
_23841_,20.21µm
_24375_,20.21µm
_24567_,20.21µm
_25215_,20.21µm
_25642_,20.21µm
_25821_,20.21µm
_25928_,20.21µm
_26009_,20.21µm
_26840_,20.21µm
_26894_,20.21µm
_27303_,20.21µm
_27455_,20.21µm
_27474_,20.21µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[5\],20.21µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[26\],20.21µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[45\],20.21µm
