net,length_um
_15541_,46.07µm
_17338_,46.07µm
_23403_,46.07µm
_05731_,46.02µm
_06237_,46.02µm
_07514_,46.02µm
_07872_,46.02µm
_08271_,46.02µm
_08324_,46.02µm
_09333_,46.02µm
_13390_,46.02µm
_14396_,46.02µm
_14576_,46.02µm
_15836_,46.02µm
_20767_,46.02µm
_26354_,46.02µm
_28074_,46.02µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[87\],46.02µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[319\]\[0\],46.02µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[485\]\[1\],46.02µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[496\]\[1\],46.02µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_rxfifo.gen_normal_fifo.fifo_wptr\[1\],46.02µm
_00255_,45.97µm
_00387_,45.97µm
_09614_,45.97µm
_10188_,45.97µm
_11508_,45.97µm
_12562_,45.97µm
_15677_,45.97µm
_16065_,45.97µm
_21000_,45.97µm
_21977_,45.97µm
_22960_,45.97µm
_24272_,45.97µm
_27531_,45.97µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[462\]\[1\],45.97µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[466\]\[0\],45.97µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[258\]\[0\],45.97µm
_07653_,45.92µm
_08463_,45.92µm
_09116_,45.92µm
_12686_,45.92µm
_14107_,45.92µm
_14167_,45.92µm
_18259_,45.92µm
_18410_,45.92µm
_22637_,45.92µm
_23941_,45.92µm
_24809_,45.92µm
_25223_,45.92µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.monitor_power_gate_periph_qs\[0\],45.92µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[328\]\[0\],45.92µm
_14827_,45.74µm
_06488_,45.56µm
_09344_,45.56µm
_16957_,45.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[540\]\[0\],45.56µm
clknet_leaf_96_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,45.56µm
_09385_,45.51µm
_13971_,45.51µm
_14490_,45.51µm
_14500_,45.51µm
_15278_,45.51µm
_15997_,45.51µm
_17524_,45.51µm
_17940_,45.51µm
_18035_,45.51µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[72\],45.51µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[26\],45.51µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[0\]\[21\],45.51µm
_09330_,45.46µm
_09418_,45.46µm
_12197_,45.46µm
_14267_,45.46µm
_15014_,45.46µm
_15911_,45.46µm
_16608_,45.46µm
_17332_,45.46µm
_20977_,45.46µm
_21039_,45.46µm
_23581_,45.46µm
_26381_,45.46µm
_26444_,45.46µm
_27801_,45.46µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_wait_ack_switch_on_counter_qs,45.46µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[3\],45.46µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[6\],45.46µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[410\]\[1\],45.46µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[6\]\[3\],45.46µm
net1301,45.46µm
_05117_,45.41µm
_05713_,45.41µm
_06849_,45.41µm
_07005_,45.41µm
_07092_,45.41µm
_08158_,45.41µm
_11638_,45.41µm
_12028_,45.41µm
_13667_,45.41µm
_15777_,45.41µm
_19950_,45.41µm
_20549_,45.41µm
_21994_,45.41µm
_22180_,45.41µm
_24504_,45.41µm
_24818_,45.41µm
_27791_,45.41µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[25\],45.41µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[14\],45.41µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[21\],45.41µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.arbiter.i_wb_cpu_dbus_adr\[23\],45.41µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[236\]\[0\],45.41µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[2\]\[1\],45.41µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[114\],45.41µm
net1253,45.41µm
_00258_,45.36µm
_07018_,45.36µm
_07207_,45.36µm
_07707_,45.36µm
_08185_,45.36µm
_08319_,45.36µm
_09611_,45.36µm
_10687_,45.36µm
_11046_,45.36µm
_12187_,45.36µm
_13839_,45.36µm
_14102_,45.36µm
_14156_,45.36µm
_16993_,45.36µm
_20225_,45.36µm
_22893_,45.36µm
_23438_,45.36µm
_23451_,45.36µm
_25740_,45.36µm
_25865_,45.36µm
_26365_,45.36µm
_26453_,45.36µm
_28068_,45.36µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[23\],45.36µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[461\]\[0\],45.36µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[199\]\[1\],45.36µm
clknet_leaf_160_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,45.36µm
status_o[0],45.22µm
_15382_,45.1µm
_05774_,45.05µm
_08627_,45µm
_15617_,45µm
_05524_,44.95µm
_08370_,44.95µm
_10556_,44.95µm
_12075_,44.95µm
_16556_,44.95µm
_16625_,44.95µm
_23296_,44.95µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[26\],44.95µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.alu.i_rd_sel\[2\],44.95µm
_06318_,44.9µm
_07711_,44.9µm
_07975_,44.9µm
_09369_,44.9µm
_10237_,44.9µm
_11147_,44.9µm
_15233_,44.9µm
_15275_,44.9µm
_22793_,44.9µm
_23330_,44.9µm
_23491_,44.9µm
_25441_,44.9µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[32\],44.9µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.sched_mode_q\[0\],44.9µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[175\]\[0\],44.9µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[34\]\[0\],44.9µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[207\]\[0\],44.9µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[29\]\[14\],44.9µm
_04352_,44.85µm
_07370_,44.85µm
_08950_,44.85µm
_09047_,44.85µm
_09836_,44.85µm
_11515_,44.85µm
_11795_,44.85µm
_12463_,44.85µm
_12871_,44.85µm
_13170_,44.85µm
_13783_,44.85µm
_16142_,44.85µm
_17562_,44.85µm
_21677_,44.85µm
_22827_,44.85µm
_25961_,44.85µm
_26473_,44.85µm
_27105_,44.85µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[0\],44.85µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[5\],44.85µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[10\],44.85µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[261\]\[0\],44.85µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[397\]\[0\],44.85µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[112\]\[0\],44.85µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[257\]\[0\],44.85µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[267\]\[0\],44.85µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[325\]\[0\],44.85µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[359\]\[0\],44.85µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[408\]\[1\],44.85µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[64\]\[0\],44.85µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[22\],44.85µm
net13,44.85µm
_00280_,44.8µm
_06206_,44.8µm
_07262_,44.8µm
_07443_,44.8µm
_08057_,44.8µm
_10449_,44.8µm
_11070_,44.8µm
_11092_,44.8µm
_12128_,44.8µm
_12645_,44.8µm
_13155_,44.8µm
_13168_,44.8µm
_13495_,44.8µm
_15246_,44.8µm
_16138_,44.8µm
_16884_,44.8µm
_17164_,44.8µm
_19917_,44.8µm
_20703_,44.8µm
_22162_,44.8µm
_23182_,44.8µm
_24460_,44.8µm
_24893_,44.8µm
_26795_,44.8µm
_26919_,44.8µm
_27455_,44.8µm
_27924_,44.8µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[24\]\[22\],44.8µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[2\],44.8µm
_15700_,44.49µm
_17109_,44.49µm
_17660_,44.49µm
_14301_,44.44µm
_16174_,44.44µm
_18326_,44.44µm
_08906_,44.39µm
_15320_,44.39µm
_16830_,44.39µm
_27996_,44.39µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_iso_off_counter_qs\[5\],44.39µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.rf_ram_if.wdata1_r\[1\],44.39µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[13\]\[21\],44.39µm
_03737_,44.34µm
_10186_,44.34µm
_12342_,44.34µm
_14808_,44.34µm
_14921_,44.34µm
_14939_,44.34µm
_17483_,44.34µm
_17763_,44.34µm
_18205_,44.34µm
_22365_,44.34µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[3\],44.34µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[64\],44.34µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[10\],44.34µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.dout_data\[3\],44.34µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[145\]\[1\],44.34µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[435\]\[0\],44.34µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[444\]\[1\],44.34µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[26\]\[21\],44.34µm
clknet_leaf_1_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,44.34µm
clknet_leaf_4_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,44.34µm
clknet_leaf_107_i_core_v_mini_mcu.memory_subsystem_i.clk_cg,44.34µm
_13767_,44.29µm
_14965_,44.29µm
_15311_,44.29µm
_17002_,44.29µm
_17085_,44.29µm
_17963_,44.29µm
_23164_,44.29µm
_23570_,44.29µm
_25613_,44.29µm
_25831_,44.29µm
_26957_,44.29µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[12\],44.29µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.buffer\[9\],44.29µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[253\]\[0\],44.29µm
_05910_,44.24µm
_06448_,44.24µm
_07090_,44.24µm
_07700_,44.24µm
_07929_,44.24µm
_10997_,44.24µm
_11066_,44.24µm
_11211_,44.24µm
_11824_,44.24µm
_14065_,44.24µm
_20338_,44.24µm
_20931_,44.24µm
_25042_,44.24µm
_25176_,44.24µm
_25212_,44.24µm
_26408_,44.24µm
_27218_,44.24µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[43\],44.24µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[21\],44.24µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[11\],44.24µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.rf_ram_if.rtrig1,44.24µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[160\]\[1\],44.24µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[9\],44.24µm
i_core_v_mini_mcu.peripheral_slave_resp\[20\],44.24µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[155\]\[0\],44.2µm
_06238_,44.14µm
status_o[2],44.1µm
status_valid_o,44.1µm
_18095_,44.06µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.state\[11\],44.01µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[19\]\[29\],44.01µm
_16183_,43.98µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[14\]\[31\],43.96µm
_17244_,43.88µm
_02988_,43.83µm
_10196_,43.83µm
_14882_,43.83µm
_15214_,43.83µm
_15714_,43.83µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[67\],43.83µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[26\],43.83µm
clknet_leaf_144_i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.clk_i,43.83µm
_08005_,43.78µm
_09981_,43.78µm
_13403_,43.78µm
_14378_,43.78µm
_16062_,43.78µm
_16888_,43.78µm
_17021_,43.78µm
_19935_,43.78µm
_24182_,43.78µm
_28071_,43.78µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[64\],43.78µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.picorv32_resp_i\[6\],43.78µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.buffer\[18\],43.78µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[22\],43.78µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[5\]\[1\],43.78µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[111\]\[1\],43.78µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[26\]\[20\],43.78µm
_05724_,43.73µm
_05978_,43.73µm
_07316_,43.73µm
_09271_,43.73µm
_09642_,43.73µm
_10619_,43.73µm
_11687_,43.73µm
_14837_,43.73µm
_16742_,43.73µm
_20204_,43.73µm
_20927_,43.73µm
_25962_,43.73µm
_26276_,43.73µm
_27922_,43.73µm
exit_value_int\[14\],43.73µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.buffer\[16\],43.73µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.buffer\[20\],43.73µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.rf_ram_if.rtrig1,43.73µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[106\]\[0\],43.73µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[14\]\[0\],43.73µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[44\]\[0\],43.73µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[362\]\[0\],43.73µm
_04917_,43.68µm
_05871_,43.68µm
_06580_,43.68µm
_06740_,43.68µm
_07951_,43.68µm
_09992_,43.68µm
_11078_,43.68µm
_19063_,43.68µm
_22805_,43.68µm
_24201_,43.68µm
_24416_,43.68µm
_24924_,43.68µm
_25022_,43.68µm
_25342_,43.68µm
_25408_,43.68µm
_26398_,43.68µm
_27070_,43.68µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[433\]\[0\],43.68µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[53\]\[0\],43.68µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.rd_addr\[19\],43.37µm
_15789_,43.32µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.rd_addr\[20\],43.32µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[475\]\[0\],43.32µm
_09122_,43.27µm
_14321_,43.27µm
_16131_,43.27µm
_16237_,43.27µm
_16620_,43.27µm
_17074_,43.27µm
_19968_,43.27µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_iso_off_counter_qs\[11\],43.27µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[6\],43.27µm
i_core_v_mini_mcu.core_data_req\[15\],43.27µm
_05946_,43.22µm
_06121_,43.22µm
_09332_,43.22µm
_11967_,43.22µm
_14997_,43.22µm
_15117_,43.22µm
_15180_,43.22µm
_15512_,43.22µm
_17225_,43.22µm
_21266_,43.22µm
_24737_,43.22µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.xfer.obuffer\[2\],43.22µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[54\]\[0\],43.22µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[101\]\[1\],43.22µm
_06335_,43.17µm
_06746_,43.17µm
_06992_,43.17µm
_07293_,43.17µm
_08536_,43.17µm
_08970_,43.17µm
_12030_,43.17µm
_13167_,43.17µm
_17267_,43.17µm
_17706_,43.17µm
_18496_,43.17µm
_20946_,43.17µm
_21273_,43.17µm
_22858_,43.17µm
_23112_,43.17µm
_24414_,43.17µm
_24543_,43.17µm
_26329_,43.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_reset_deassert_counter_qs\[7\],43.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.reg2hw\[224\],43.17µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.picorv32_resp_i\[1\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.decode.o_immdec_en\[1\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[279\]\[1\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[358\]\[0\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[375\]\[1\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[448\]\[0\],43.17µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[22\],43.17µm
_00392_,43.12µm
_06029_,43.12µm
_07234_,43.12µm
_07236_,43.12µm
_07607_,43.12µm
_10285_,43.12µm
_10891_,43.12µm
_11606_,43.12µm
_12619_,43.12µm
_13619_,43.12µm
_13729_,43.12µm
_13953_,43.12µm
_13954_,43.12µm
_20867_,43.12µm
_22614_,43.12µm
_25640_,43.12µm
_26031_,43.12µm
_26459_,43.12µm
_27021_,43.12µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[28\],43.12µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_iso_on_counter_qs\[6\],43.12µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[17\],43.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[352\]\[1\],43.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[369\]\[0\],43.12µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[20\]\[18\],43.12µm
net1298,43.12µm
_28106_,42.99µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_counter_sequence_cpu_iso_i.sequence_curr_state\[4\],42.99µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[211\]\[0\],42.89µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[174\]\[0\],42.84µm
_14368_,42.76µm
_15248_,42.76µm
_15352_,42.76µm
_13906_,42.71µm
_14925_,42.71µm
_15026_,42.71µm
_17281_,42.71µm
_18347_,42.71µm
_21049_,42.71µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[0\],42.71µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[350\]\[0\],42.71µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[20\]\[0\],42.71µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[252\]\[0\],42.71µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[25\]\[21\],42.71µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[8\],42.71µm
_03734_,42.66µm
_04751_,42.66µm
_05475_,42.66µm
_05482_,42.66µm
_08144_,42.66µm
_09113_,42.66µm
_09150_,42.66µm
_09401_,42.66µm
_14602_,42.66µm
_14978_,42.66µm
_16933_,42.66µm
_17034_,42.66µm
_17588_,42.66µm
_17969_,42.66µm
_18295_,42.66µm
_18299_,42.66µm
_20518_,42.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[62\],42.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[10\],42.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[123\]\[1\],42.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[2\]\[0\],42.66µm
i_core_v_mini_mcu.peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[25\],42.66µm
_00395_,42.61µm
_06697_,42.61µm
_06877_,42.61µm
_09230_,42.61µm
_09248_,42.61µm
_13189_,42.61µm
_14689_,42.61µm
_14984_,42.61µm
_15751_,42.61µm
_17140_,42.61µm
_17513_,42.61µm
_20572_,42.61µm
_23991_,42.61µm
_24145_,42.61µm
_25579_,42.61µm
_27969_,42.61µm
exit_value_int\[10\],42.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[106\],42.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[57\],42.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[70\],42.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[6\],42.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.picorv32_resp_i\[21\],42.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[116\]\[0\],42.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[39\]\[1\],42.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[313\]\[1\],42.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[472\]\[0\],42.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[501\]\[1\],42.61µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.u_uart_txfifo.gen_normal_fifo.storage\[12\],42.61µm
_04188_,42.56µm
_06075_,42.56µm
_06679_,42.56µm
_06837_,42.56µm
_07021_,42.56µm
_07105_,42.56µm
_07177_,42.56µm
_07489_,42.56µm
_09798_,42.56µm
_09944_,42.56µm
_09980_,42.56µm
_10171_,42.56µm
_11637_,42.56µm
_11771_,42.56µm
_12011_,42.56µm
_12080_,42.56µm
_13207_,42.56µm
_13573_,42.56µm
_13949_,42.56µm
_17287_,42.56µm
_20939_,42.56µm
_23439_,42.56µm
_24143_,42.56µm
_25866_,42.56µm
_27956_,42.56µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[24\],42.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[477\]\[0\],42.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[91\]\[0\],42.56µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[4\]\[23\],42.56µm
_15559_,42.35µm
_05914_,42.33µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[360\]\[0\],42.33µm
_15434_,42.2µm
_15900_,42.2µm
_17806_,42.2µm
_06324_,42.15µm
_07254_,42.15µm
_08949_,42.15µm
_09738_,42.15µm
_12291_,42.15µm
_16204_,42.15µm
_16233_,42.15µm
_17106_,42.15µm
_18255_,42.15µm
_22446_,42.15µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_counters_stop_cpu_switch_off_stop_bit_counter_qs,42.15µm
clknet_leaf_68_i_core_v_mini_mcu.peripheral_subsystem_i.clk_cg,42.15µm
_07494_,42.1µm
_08220_,42.1µm
_09761_,42.1µm
_09998_,42.1µm
_14283_,42.1µm
_16732_,42.1µm
_16904_,42.1µm
_20536_,42.1µm
_21313_,42.1µm
_23101_,42.1µm
_23873_,42.1µm
