net,length_um
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[10\],43.73µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[22\],43.73µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[9\],43.73µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.decode.o_rd_alu_en,43.73µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.decode.o_two_stage_op,43.73µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[24\]\[1\],43.73µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[406\]\[0\],43.73µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[4\],43.73µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[9\]\[0\],43.73µm
net876,43.73µm
_07079_,43.68µm
_07430_,43.68µm
_08843_,43.68µm
_11597_,43.68µm
_11948_,43.68µm
_12484_,43.68µm
_13411_,43.68µm
_15853_,43.68µm
_17425_,43.68µm
_17924_,43.68µm
_20904_,43.68µm
_20943_,43.68µm
_22800_,43.68µm
_24030_,43.68µm
_24473_,43.68µm
_24582_,43.68µm
_25140_,43.68µm
_26417_,43.68µm
_26744_,43.68µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[68\],43.68µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[16\],43.68µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[3\]\[27\],43.68µm
net1253,43.59µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.csr_addr\[1\],43.45µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[6\],43.4µm
_13978_,43.32µm
_14991_,43.32µm
_15043_,43.32µm
_16282_,43.32µm
_17049_,43.32µm
_17475_,43.32µm
_05609_,43.27µm
_05923_,43.27µm
_08781_,43.27µm
_10450_,43.27µm
_16736_,43.27µm
_17716_,43.27µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[31\],43.27µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.reg2hw\[7\],43.27µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.obi_to_picorv32_i.addr_buf\[5\],43.27µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.count_q\[0\],43.27µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[75\],43.27µm
_06733_,43.22µm
_08893_,43.22µm
_09533_,43.22µm
_13272_,43.22µm
_17223_,43.22µm
_21995_,43.22µm
_27407_,43.22µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_switch_off_counter_qs\[4\],43.22µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[11\],43.22µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[1\]\[18\],43.22µm
i_core_v_mini_mcu.core_data_req\[95\],43.22µm
i_core_v_mini_mcu.system_bus_i.system_xbar_i.gen_xbar_NtoM.i_xbar.gen_outputs\[4\].gen_rr_arb_tree.i_rr_arb_tree.gen_arbiter.rr_q\[1\],43.22µm
net1029,43.22µm
_08017_,43.17µm
_09472_,43.17µm
_10896_,43.17µm
_12172_,43.17µm
_13233_,43.17µm
_13435_,43.17µm
_16452_,43.17µm
_17659_,43.17µm
_17738_,43.17µm
_20157_,43.17µm
_24892_,43.17µm
_24939_,43.17µm
_25775_,43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[241\]\[0\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[376\]\[0\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[409\]\[1\],43.17µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[411\]\[0\],43.17µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[5\]\[5\],43.17µm
_06319_,43.12µm
_07794_,43.12µm
_09540_,43.12µm
_11685_,43.12µm
_12220_,43.12µm
_13238_,43.12µm
_13803_,43.12µm
_14393_,43.12µm
_15755_,43.12µm
_16375_,43.12µm
_16660_,43.12µm
_20245_,43.12µm
_22270_,43.12µm
_22346_,43.12µm
_24644_,43.12µm
_24717_,43.12µm
_25458_,43.12µm
_26938_,43.12µm
_27021_,43.12µm
_27429_,43.12µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.reg2hw\[31\],43.12µm
i_core_v_mini_mcu.core_data_req\[75\],43.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[457\]\[0\],43.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[1\]\[0\],43.12µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[482\]\[0\],43.12µm
_17983_,42.81µm
_17266_,42.76µm
_09094_,42.71µm
_11862_,42.71µm
_18017_,42.71µm
_18268_,42.71µm
_21369_,42.71µm
_22545_,42.71µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[84\],42.71µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[488\]\[0\],42.71µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[16\],42.71µm
_06922_,42.66µm
_08381_,42.66µm
_09918_,42.66µm
_10406_,42.66µm
_10963_,42.66µm
_15435_,42.66µm
_15506_,42.66µm
_15744_,42.66µm
_15778_,42.66µm
_15917_,42.66µm
_16317_,42.66µm
_22072_,42.66µm
_28191_,42.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_switch_off_counter_qs\[0\],42.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.reg_to_counter_cpu_powergate_switch_on_i.counter_curr_state\[0\],42.66µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[8\],42.66µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[490\]\[0\],42.66µm
i_core_v_mini_mcu.peripheral_subsystem_i.periph_to_reg_i.r_rdata_d\[19\],42.66µm
_00005_,42.61µm
_07939_,42.61µm
_10284_,42.61µm
_10343_,42.61µm
_12778_,42.61µm
_13572_,42.61µm
_14046_,42.61µm
_16058_,42.61µm
_16400_,42.61µm
_20165_,42.61µm
_20856_,42.61µm
_21889_,42.61µm
_22065_,42.61µm
_22462_,42.61µm
_24730_,42.61µm
_27598_,42.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.soc_ctrl_reg_top_i.system_frequency_hz_qs\[10\],42.61µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[26\],42.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[486\]\[0\],42.61µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[500\]\[0\],42.61µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[11\]\[19\],42.61µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[24\]\[22\],42.61µm
_03929_,42.56µm
_05699_,42.56µm
_07033_,42.56µm
_08318_,42.56µm
_09265_,42.56µm
_11508_,42.56µm
_11650_,42.56µm
_13377_,42.56µm
_14630_,42.56µm
_16662_,42.56µm
_16855_,42.56µm
_22784_,42.56µm
_24737_,42.56µm
_25427_,42.56µm
_25520_,42.56µm
_26394_,42.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[282\]\[1\],42.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[532\]\[0\],42.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[22\]\[0\],42.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[388\]\[0\],42.56µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[0\]\[1\],42.33µm
_18079_,42.25µm
_14721_,42.2µm
_16102_,42.2µm
_16969_,42.2µm
_17577_,42.2µm
_17739_,42.2µm
_22739_,42.2µm
_05484_,42.15µm
_14733_,42.15µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[24\],42.15µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[374\]\[1\],42.15µm
_06284_,42.1µm
_09245_,42.1µm
_15221_,42.1µm
_16190_,42.1µm
_16471_,42.1µm
_16648_,42.1µm
_17504_,42.1µm
_17727_,42.1µm
_17731_,42.1µm
_17894_,42.1µm
_18456_,42.1µm
_21247_,42.1µm
_22400_,42.1µm
_23045_,42.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[57\],42.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[88\],42.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[9\],42.1µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[15\],42.1µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[42\]\[1\],42.1µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[442\]\[0\],42.1µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.alu.i_cmp_sig,42.1µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[212\]\[1\],42.1µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[29\]\[0\],42.1µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[17\]\[13\],42.1µm
net1790,42.1µm
_05980_,42.05µm
_06703_,42.05µm
_07595_,42.05µm
_07874_,42.05µm
_08456_,42.05µm
_08835_,42.05µm
_09417_,42.05µm
_11379_,42.05µm
_12163_,42.05µm
_12819_,42.05µm
_12897_,42.05µm
_15412_,42.05µm
_16320_,42.05µm
_17625_,42.05µm
_18623_,42.05µm
_20421_,42.05µm
_24624_,42.05µm
_26995_,42.05µm
_27499_,42.05µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[60\],42.05µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.global_pointer_qs\[15\],42.05µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[366\]\[0\],42.05µm
_03228_,42µm
_06716_,42µm
_10451_,42µm
_10589_,42µm
_10992_,42µm
_11688_,42µm
_12099_,42µm
_12125_,42µm
_12633_,42µm
_12649_,42µm
_17235_,42µm
_17874_,42µm
_22874_,42µm
_24249_,42µm
_24723_,42µm
_26169_,42µm
_26472_,42µm
_27070_,42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_resp_i\[19\],42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.soc_ctrl_reg_top_i.system_frequency_hz_qs\[25\],42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[45\]\[0\],42µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.rdata_o\[1\],42µm
_23716_,41.72µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[170\]\[1\],41.72µm
_09503_,41.64µm
_15191_,41.64µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[475\]\[0\],41.62µm
_06421_,41.59µm
_08797_,41.59µm
_14840_,41.59µm
_15213_,41.59µm
_15371_,41.59µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[51\],41.59µm
i_core_v_mini_mcu.core_data_req\[90\],41.59µm
_14788_,41.54µm
_16591_,41.54µm
_16976_,41.54µm
_17469_,41.54µm
_17569_,41.54µm
_22016_,41.54µm
_23084_,41.54µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.clint_mtime_o\[61\],41.54µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[23\],41.54µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.intr_state_qs\[21\],41.54µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[4\],41.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[263\]\[1\],41.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[38\]\[1\],41.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[423\]\[0\],41.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[176\]\[1\],41.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[200\]\[0\],41.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[347\]\[1\],41.54µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[357\]\[1\],41.54µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[7\]\[0\],41.54µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[8\]\[16\],41.54µm
_00047_,41.49µm
_06681_,41.49µm
_08278_,41.49µm
_10436_,41.49µm
_17329_,41.49µm
_17758_,41.49µm
_18671_,41.49µm
_20877_,41.49µm
_23917_,41.49µm
_24885_,41.49µm
_25825_,41.49µm
_28375_,41.49µm
_28398_,41.49µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.cpu_iso_on_counter_qs\[10\],41.49µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.active_hart_cycles_q\[10\],41.49µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[4\],41.49µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[3\],41.49µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[311\]\[0\],41.49µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[79\]\[1\],41.49µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[472\]\[1\],41.49µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[23\]\[17\],41.49µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.nco_sum_q\[9\],41.49µm
_03231_,41.44µm
_07115_,41.44µm
_07356_,41.44µm
_09259_,41.44µm
_09790_,41.44µm
_12910_,41.44µm
_13296_,41.44µm
_13396_,41.44µm
_13398_,41.44µm
_16369_,41.44µm
_16370_,41.44µm
_18063_,41.44µm
_18600_,41.44µm
_20706_,41.44µm
_22419_,41.44µm
_23951_,41.44µm
_26226_,41.44µm
_28417_,41.44µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[203\]\[1\],41.44µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[296\]\[1\],41.44µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.bufreg.i_imm_en,41.44µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.immdec.gen_immdec_w_eq_1.imm19_12_20\[0\],41.44µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[402\]\[1\],41.44µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[414\]\[1\],41.44µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[11\]\[22\],41.44µm
net1248,41.28µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.state.cnt_r\[1\],41.21µm
exit_value_int\[24\],41.16µm
_09310_,41.08µm
_09637_,41.08µm
_15429_,41.08µm
_18774_,41.08µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[19\]\[23\],41.08µm
_06712_,41.03µm
_22559_,41.03µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.global_pointer_qs\[25\],41.03µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[17\],41.03µm
_05637_,40.98µm
_06279_,40.98µm
_06662_,40.98µm
_07264_,40.98µm
_08516_,40.98µm
_09113_,40.98µm
_11949_,40.98µm
_14472_,40.98µm
_14965_,40.98µm
_15500_,40.98µm
_16771_,40.98µm
_17607_,40.98µm
_18011_,40.98µm
_20851_,40.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[90\],40.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[9\],40.98µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[6\]\[9\],40.98µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[81\]\[0\],40.98µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[333\]\[0\],40.98µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[16\]\[11\],40.98µm
_05639_,40.93µm
_06082_,40.93µm
_06967_,40.93µm
_07371_,40.93µm
_08564_,40.93µm
_09143_,40.93µm
_13776_,40.93µm
_16691_,40.93µm
_16974_,40.93µm
_21037_,40.93µm
_21915_,40.93µm
_23484_,40.93µm
_25923_,40.93µm
_26038_,40.93µm
_26875_,40.93µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[37\],40.93µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.global_pointer_qs\[20\],40.93µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.buffer\[12\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[30\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[24\]\[1\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[269\]\[0\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[45\]\[1\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.bufreg.data\[0\],40.93µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[59\]\[1\],40.93µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[39\],40.93µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[23\],40.93µm
_06958_,40.88µm
_07969_,40.88µm
_09118_,40.88µm
_09294_,40.88µm
_09347_,40.88µm
_10984_,40.88µm
_11170_,40.88µm
_17126_,40.88µm
_17221_,40.88µm
_18640_,40.88µm
_20147_,40.88µm
_21486_,40.88µm
_22787_,40.88µm
_24144_,40.88µm
_24990_,40.88µm
_25973_,40.88µm
_26611_,40.88µm
_26688_,40.88µm
_26882_,40.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[0\]\[2\],40.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[0\],40.88µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[32\]\[1\],40.88µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[112\]\[0\],40.88µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[181\]\[1\],40.88µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[280\]\[0\],40.88µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.uart_core.rx_timeout_count_q\[13\],40.88µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[7\]\[2\],40.6µm
_14547_,40.57µm
_14724_,40.52µm
_17712_,40.52µm
_18180_,40.52µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[87\],40.52µm
_13438_,40.47µm
_15368_,40.47µm
_23596_,40.47µm
_24286_,40.47µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req\[33\],40.47µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[5\]\[3\],40.47µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[4\]\[25\],40.47µm
_06357_,40.42µm
_06609_,40.42µm
_08651_,40.42µm
_08868_,40.42µm
_08962_,40.42µm
_09605_,40.42µm
_12551_,40.42µm
_16276_,40.42µm
_20842_,40.42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.mosaic_clint_i.mtimecmp_q\[78\],40.42µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.state\[0\],40.42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.ctrl.o_ibus_adr\[21\],40.42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.state.init_done,40.42µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.i_servile.cpu.state.init_done,40.42µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[22\]\[5\],40.42µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[2\]\[17\],40.42µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[9\]\[18\],40.42µm
_05612_,40.37µm
_05616_,40.37µm
_05802_,40.37µm
_06775_,40.37µm
_08340_,40.37µm
_09306_,40.37µm
_09389_,40.37µm
_09514_,40.37µm
_10200_,40.37µm
_10854_,40.37µm
_11464_,40.37µm
_11574_,40.37µm
_12902_,40.37µm
_13310_,40.37µm
_13316_,40.37µm
_14221_,40.37µm
_14356_,40.37µm
_15331_,40.37µm
_15940_,40.37µm
_16255_,40.37µm
_16506_,40.37µm
_17326_,40.37µm
_20405_,40.37µm
_20938_,40.37µm
_21244_,40.37µm
_21249_,40.37µm
_23788_,40.37µm
_27086_,40.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.obi_fifo_i.consumer_data_req_q\[7\],40.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_counter_sequence_cpu_switch_i.sequence_curr_state\[1\],40.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[1\],40.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[5\],40.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.soc_ctrl_i.reg2hw\[12\],40.37µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[2\]\[27\],40.37µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.rf_ram_if.wdata1_r\[1\],40.37µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_1_0.rf_ram_i.memory\[30\]\[0\],40.37µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[0\],40.37µm
i_core_v_mini_mcu.peripheral_subsystem_i.uart_i.reg2hw\[4\],40.37µm
clknet_leaf_146_clk_i_regs,40.37µm
_05574_,40.32µm
_07300_,40.32µm
_07543_,40.32µm
_08110_,40.32µm
_09184_,40.32µm
_09465_,40.32µm
_10943_,40.32µm
_11819_,40.32µm
_17968_,40.32µm
_20887_,40.32µm
_22775_,40.32µm
_24375_,40.32µm
_25563_,40.32µm
_25718_,40.32µm
_26219_,40.32µm
_26268_,40.32µm
_26950_,40.32µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[21\],40.32µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[4\]\[1\],40.32µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[237\]\[1\],40.32µm
i_core_v_mini_mcu.memory_subsystem_i.ram0_i.tc_ram_i.sram\[21\]\[19\],40.32µm
_22867_,40.01µm
_07609_,39.96µm
_15292_,39.96µm
_16135_,39.96µm
_17369_,39.96µm
_21826_,39.96µm
_21968_,39.96µm
_28384_,39.96µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.power_manager_i.power_manager_reg_top_i.en_wait_for_intr_qs\[25\],39.96µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[50\],39.96µm
_05915_,39.91µm
_06094_,39.91µm
_08936_,39.91µm
_09122_,39.91µm
_09541_,39.91µm
_14560_,39.91µm
_16464_,39.91µm
_17640_,39.91µm
_17954_,39.91µm
_18300_,39.91µm
_23190_,39.91µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.spi_subsystem_i.obi_spimemio_i.spimemio_i.rd_addr\[11\],39.91µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.task_mem\[3\]\[3\],39.91µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.i_servile.cpu.state.cnt_r\[2\],39.91µm
i_core_v_mini_mcu.cpu_subsystem_i.cpu_0_0.rf_ram_i.memory\[100\]\[0\],39.91µm
i_core_v_mini_mcu.system_bus_i.system_xbar_i.gen_xbar_NtoM.i_xbar.gen_outputs\[4\].gen_rr_arb_tree.i_rr_arb_tree.gen_arbiter.rr_q\[0\],39.91µm
_06352_,39.86µm
_06358_,39.86µm
_06536_,39.86µm
_10205_,39.86µm
_10289_,39.86µm
_11720_,39.86µm
_11814_,39.86µm
_14600_,39.86µm
_14843_,39.86µm
_15928_,39.86µm
_16869_,39.86µm
_17294_,39.86µm
_18161_,39.86µm
_18189_,39.86µm
_23116_,39.86µm
i_core_v_mini_mcu.ao_peripheral_subsystem_i.tdu_i.cpi_est_q\[41\],39.86µm
